
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1966,4,1966-10-02,22-044,ATL,,DAL,L 14-47,,1,1,100.00,32,0,0,118.7,32.00,32.00,0,0,,0
2,1966,5,1966-10-09,22-051,ATL,@,WAS,L 20-33,,1,2,50.00,19,0,1,43.7,9.50,-13.00,0,0,,0
3,1966,6,1966-10-16,22-058,ATL,,SFO,L 7-44,,4,10,40.00,45,0,1,14.6,4.50,0.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
4,1967,2,1967-09-24,23-036,ATL,@,SFO,L 7-38,,1,4,25.00,15,0,0,42.7,3.75,3.75,0,0,,0
5,1967,3,1967-10-01,23-043,ATL,@,GNB,L 0-23,,2,5,40.00,22,0,0,53.7,4.40,4.40,0,0,,0
6,1967,4,1967-10-08,23-050,ATL,,PHI,L 7-38,*,0,6,0.00,0,0,2,0.0,0.00,-15.00,1,2,2.00,0
7,1967,9,1967-11-12,23-085,ATL,,BAL,L 7-49,,1,3,33.33,1,0,0,42.4,0.33,0.33,0,0,,0
,,,7 Games,,,,,0-7-0,,10,31,32.26,134,0,4,7.4,4.32,-1.48,1,2,2.00,0
