
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1969,13,1969-12-07,25-017,DEN,@,MIA,L 24-27,,0,0,,0,0,0,,,,0,0,,0,,1,15,15.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
2,1970,10,1970-11-22,26-002,DEN,@,NOR,W 31-6,,2,5,40.00,42,0,0,70.4,8.40,8.40,1,1,1.00,0,,0,0,,0,0,0
3,1970,11,1970-11-29,26-009,DEN,@,HOU,L 21-31,,4,15,26.67,98,1,1,48.8,6.53,4.87,4,34,8.50,1,,0,0,,0,1,6
4,1970,12,1970-12-06,26-016,DEN,@,KAN,L 0-16,*,9,21,42.86,115,0,5,21.0,5.48,-5.24,1,5,5.00,0,,0,0,,0,0,0
5,1970,13,1970-12-13,26-023,DEN,,SDG,T 17-17,*,4,8,50.00,49,0,0,69.3,6.13,6.13,1,7,7.00,0,,0,0,,0,0,0
6,1970,14,1970-12-20,26-030,DEN,,CLE,L 13-27,*,10,26,38.46,116,0,3,13.1,4.46,-0.73,7,42,6.00,0,,0,0,,0,0,0
,,,6 Games,,,,,1-4-1,,29,75,38.67,420,1,9,22.5,5.60,0.47,14,89,6.36,1,,1,15,15.00,0,1,6
