
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1991,2,1991-09-08,23-330,PHI,,PHO,L 10-26,,6,8,75.00,79,0,0,105.7,9.88,9.88,0,0,,0
2,1991,5,1991-09-30,23-352,PHI,@,WAS,L 0-23,,1,2,50.00,6,0,0,56.2,3.00,3.00,0,0,,0
3,1991,6,1991-10-06,23-358,PHI,@,TAM,L 13-14,*,9,20,45.00,62,0,2,12.9,3.10,-1.40,0,0,,0
4,1991,7,1991-10-13,24-000,PHI,,NOR,L 6-13,*,12,22,54.55,106,0,4,28.0,4.82,-3.36,1,2,2.00,0
5,1991,8,1991-10-27,24-014,PHI,,SFO,L 7-23,,2,4,50.00,14,0,0,58.3,3.50,3.50,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
6,1992,8,1992-11-01,25-019,CLE,@,CIN,L 10-30,,2,3,66.67,32,0,0,102.1,10.67,10.67,0,0,,0
,,,6 Games,,,,,0-6-0,,32,59,54.24,299,0,6,28.8,5.07,0.49,1,2,2.00,0
