
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1965,2,1965-09-26,23-204,DAL,,WAS,W 27-7,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
2,1965,4,1965-10-10,23-218,DAL,,PHI,L 24-35,*,8,14,57.14,138,1,1,84.8,9.86,8.07,4,11,2.75,0,0,0
3,1965,5,1965-10-17,23-225,DAL,@,CLE,L 17-23,*,1,5,20.00,19,0,0,42.9,3.80,3.80,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
4,1966,1,1966-09-18,24-196,DAL,,NYG,W 52-7,,2,4,50.00,23,0,0,67.7,5.75,5.75,0,0,,0,0,0
5,1966,4,1966-10-09,24-217,DAL,,PHI,W 56-7,,5,10,50.00,44,0,0,62.1,4.40,4.40,2,14,7.00,0,0,0
6,1966,7,1966-10-30,24-238,DAL,,PIT,W 52-21,,2,5,40.00,19,0,0,51.2,3.80,3.80,2,3,1.50,0,0,0
7,1966,13,1966-12-11,24-280,DAL,,WAS,L 31-34,,3,3,100.00,74,0,0,118.7,24.67,24.67,1,9,9.00,0,0,0
8,1966,14,1966-12-18,24-287,DAL,@,NYG,W 17-7,*,9,14,64.29,93,0,1,53.6,6.64,3.43,2,11,5.50,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
