
9,1967,6,1967-10-22,25-230,DAL,@,PIT,W 24-21,,5,9,55.56,41,0,0,67.4,4.56,4.56,2,-11,-5.50,0,0,0
10,1967,13,1967-12-10,25-279,DAL,,PHI,W 38-17,,4,9,44.44,45,0,1,20.4,5.00,0.00,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
11,1969,1,1969-09-21,27-199,CLE,@,PHI,W 27-20,,1,1,100.00,3,0,0,79.2,3.00,3.00,0,0,,0,0,0
12,1969,5,1969-10-18,27-226,CLE,,PIT,W 42-31,,0,2,0.00,0,0,1,0.0,0.00,-22.50,0,0,,0,0,0
13,1969,8,1969-11-09,27-248,CLE,@,MIN,L 3-51,,5,11,45.45,30,0,1,14.6,2.73,-1.36,0,0,,0,0,0
14,1969,13,1969-12-14,27-283,CLE,@,STL,W 27-21,,1,5,20.00,2,0,0,39.6,0.40,0.40,1,0,0.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
15,1970,4,1970-10-11,28-219,HOU,,BAL,L 20-24,,6,10,60.00,129,0,0,104.2,12.90,12.90,0,0,,0,0,0
16,1970,5,1970-10-18,28-226,HOU,,PIT,L 3-7,,11,19,57.89,86,0,2,29.6,4.53,-0.21,3,22,7.33,0,0,0
17,1970,6,1970-10-25,28-233,HOU,@,SDG,T 31-31,*,21,36,58.33,266,2,0,100.0,7.39,8.50,4,29,7.25,1,1,6
18,1970,7,1970-11-01,28-240,HOU,@,STL,L 0-44,*,13,29,44.83,122,0,2,28.2,4.21,1.10,0,0,,0,0,0
19,1970,8,1970-11-08,28-247,HOU,@,KAN,L 9-24,,1,1,100.00,5,0,0,87.5,5.00,5.00,0,0,,0,0,0
20,1970,11,1970-11-29,28-268,HOU,,DEN,W 31-21,,1,2,50.00,10,0,0,64.6,5.00,5.00,0,0,,0,0,0
21,1970,12,1970-12-07,28-276,HOU,,CLE,L 10-21,,6,10,60.00,73,1,1,76.2,7.30,4.80,0,0,,0,0,0
22,1970,13,1970-12-13,28-282,HOU,,CIN,L 20-30,*,27,54,50.00,315,2,2,65.0,5.83,4.91,2,3,1.50,0,0,0
23,1970,14,1970-12-20,28-289,HOU,@,DAL,L 10-52,*,2,7,28.57,25,0,1,2.4,3.57,-2.86,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
24,1971,2,1971-09-26,29-204,RAM,,ATL,T 20-20,,1,1,100.00,1,1,0,118.7,1.00,21.00,0,0,,0,0,0
25,1971,4,1971-10-10,29-218,RAM,@,SFO,W 20-13,,2,11,18.18,13,0,1,1.7,1.18,-2.91,2,0,0.00,0,0,0
26,1971,6,1971-10-24,29-232,RAM,,GNB,W 30-13,,2,5,40.00,52,0,0,78.7,10.40,10.40,1,0,0.00,0,0,0
27,1971,11,1971-11-25,29-264,RAM,@,DAL,L 21-28,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
,,,27 Games,,,,,13-12-2,,139,280,49.64,1628,7,14,55.2,5.81,4.06,26,91,3.50,1,1,6
