
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1961,5,1961-10-15,23-094,PIT,,WAS,W 20-0,,1,1,100.00,11,0,0,112.5,11.00,11.00,3,-2,-0.67,0,0,0
2,1961,9,1961-11-12,23-122,PIT,,DAL,W 37-7,,2,2,100.00,29,0,0,118.7,14.50,14.50,1,2,2.00,0,0,0
3,1961,10,1961-11-19,23-129,PIT,@,NYG,L 21-42,,1,2,50.00,-5,0,0,56.2,-2.50,-2.50,1,3,3.00,0,0,0
4,1961,14,1961-12-17,23-157,PIT,@,STL,L 0-20,,3,6,50.00,43,0,0,73.6,7.17,7.17,1,3,3.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
5,1963,4,1963-10-05,25-084,PIT,@,CLE,L 23-35,,1,1,100.00,27,0,0,118.7,27.00,27.00,0,0,,0,0,0
6,1963,8,1963-11-03,25-113,PIT,@,GNB,L 14-33,,1,2,50.00,19,0,0,83.3,9.50,9.50,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
7,1964,7,1964-10-25,26-104,PIT,,PHI,L 10-34,,3,4,75.00,35,0,1,61.5,8.75,-2.50,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
8,1965,14,1965-12-19,27-159,STL,,CLE,L 24-27,,8,20,40.00,47,1,1,43.7,2.35,1.10,4,1,0.25,1,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
9,1966,4,1966-10-02,28-081,STL,@,PHI,W 41-10,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,-1,-1.00,0,0,0
10,1966,9,1966-11-06,28-116,STL,@,NYG,W 20-17,,1,5,20.00,8,1,0,79.2,1.60,5.60,2,0,0.00,0,0,0
11,1966,10,1966-11-13,28-123,STL,@,PIT,L 9-30,*,15,46,32.61,187,0,3,19.0,4.07,1.13,4,5,1.25,0,0,0
12,1966,11,1966-11-27,28-137,STL,,PIT,W 6-3,*,4,16,25.00,63,0,0,43.5,3.94,3.94,6,14,2.33,0,0,0
13,1966,12,1966-12-04,28-144,STL,@,DAL,L 17-31,*,21,42,50.00,240,1,2,55.7,5.71,4.05,2,-1,-0.50,0,0,0
14,1966,13,1966-12-11,28-151,STL,@,ATL,L 10-16,*,18,35,51.43,175,0,2,42.0,5.00,2.43,2,7,3.50,1,1,6
15,1966,14,1966-12-17,28-157,STL,,CLE,L 10-38,*,9,17,52.94,126,0,1,52.6,7.41,4.76,1,1,1.00,1,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
16,1967,1,1967-09-17,29-066,ATL,@,BAL,L 31-38,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
17,1967,2,1967-09-24,29-073,ATL,@,SFO,L 7-38,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
18,1967,3,1967-10-01,29-080,ATL,@,GNB,L 0-23,,7,11,63.64,62,0,1,40.7,5.64,1.55,0,0,,0,0,0
19,1967,4,1967-10-08,29-087,ATL,,PHI,L 7-38,,6,9,66.67,73,1,0,128.5,8.11,10.33,0,0,,0,0,0
20,1967,5,1967-10-15,29-094,ATL,,WAS,T 20-20,,6,9,66.67,83,0,0,96.1,9.22,9.22,0,0,,0,0,0
21,1967,6,1967-10-22,29-101,ATL,@,DET,L 3-24,*,10,25,40.00,96,0,1,34.7,3.84,2.04,3,33,11.00,0,0,0
22,1967,12,1967-12-03,29-143,ATL,@,RAM,L 3-20,,1,4,25.00,38,0,0,66.7,9.50,9.50,0,0,,0,0,0
,,,22 Games,,,,,5-16-1,,118,260,45.38,1357,4,12,47.5,5.22,3.45,31,65,2.10,3,3,18
