
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2002,7,2002-10-20,24-032,CAR,@,ATL,L 0-30,,6,18,33.33,100,0,1,29.9,5.56,3.06,8,58,7.25,0
2,2002,8,2002-10-27,24-039,CAR,,TAM,L 9-12,*,5,18,27.78,46,0,3,0.0,2.56,-4.94,5,15,3.00,0
3,2002,11,2002-11-24,24-067,CAR,,ATL,L 0-41,,4,7,57.14,25,0,0,64.6,3.57,3.57,1,16,16.00,0
4,2002,12,2002-12-01,24-074,CAR,@,CLE,W 13-6,,0,1,0.00,0,0,0,39.6,0.00,0.00,4,6,1.50,0
,,,4 Games,,,,,1-3-0,,15,44,34.09,171,0,4,8.8,3.89,-0.20,18,95,5.28,0
