
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1960,4,1960-10-16,30-027,DAL,,CLE,L 7-48,,6,15,40.00,88,1,2,42.5,5.87,1.20,1,3,3.00,0
2,1960,6,1960-10-30,30-041,DAL,,BAL,L 7-45,,2,8,25.00,26,1,0,80.2,3.25,5.75,0,0,,0
3,1960,8,1960-11-13,30-055,DAL,@,GNB,L 7-41,*,5,13,38.46,55,0,1,19.7,4.23,0.77,0,0,,0
4,1960,10,1960-11-27,30-069,DAL,@,CHI,L 7-17,,10,25,40.00,202,1,0,82.4,8.08,8.88,1,0,0.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
5,1962,1,1962-09-09,31-355,OAK,,NYT,L 17-28,*,10,29,34.48,156,1,2,36.0,5.38,2.97,1,4,4.00,0
,,,5 Games,,,,,0-5-0,,33,90,36.67,527,4,5,48.7,5.86,4.24,3,7,2.33,0
