
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1960,3,1960-10-09,25-010,RAM,@,CHI,L 27-34,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
2,1960,4,1960-10-16,25-017,RAM,@,BAL,L 17-31,*,3,5,60.00,22,0,1,30.8,4.40,-4.60,2,7,3.50,0
3,1960,7,1960-11-06,25-038,RAM,@,DAL,W 38-13,,3,11,27.27,22,0,0,39.6,2.00,2.00,0,0,,0
4,1960,12,1960-12-17,25-079,RAM,,GNB,L 21-35,,3,7,42.86,34,0,1,18.5,4.86,-1.57,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
5,1961,14,1961-12-17,26-079,DAL,@,WAS,L 24-34,,1,2,50.00,16,0,0,77.1,8.00,8.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
6,1963,1,1963-09-14,27-350,STL,@,DAL,W 34-7,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
7,1963,4,1963-10-06,28-007,STL,@,MIN,W 56-14,,4,5,80.00,96,1,0,158.3,19.20,23.20,0,0,,0
8,1963,7,1963-10-27,28-028,STL,@,WAS,W 21-7,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
9,1963,13,1963-12-08,28-070,STL,,PHI,W 38-14,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
10,1964,11,1964-11-22,29-054,STL,@,PHI,W 38-13,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
11,1965,2,1965-09-26,29-362,STL,@,CLE,W 49-13,,2,5,40.00,19,0,1,11.7,3.80,-5.20,0,0,,0
12,1965,5,1965-10-17,30-018,STL,@,PIT,W 20-7,,2,2,100.00,7,0,0,81.2,3.50,3.50,0,0,,0
13,1965,6,1965-10-24,30-025,STL,,WAS,L 20-24,*,17,28,60.71,215,0,2,54.9,7.68,4.46,2,4,2.00,0
14,1965,10,1965-11-21,30-053,STL,,NYG,L 15-28,*,22,39,56.41,320,1,3,59.8,8.21,5.26,0,0,,0
15,1965,13,1965-12-11,30-073,STL,@,DAL,L 13-27,,10,17,58.82,149,0,0,87.6,8.76,8.76,0,0,,0
16,1965,14,1965-12-19,30-081,STL,,CLE,L 24-27,*,5,14,35.71,26,0,3,4.8,1.86,-7.79,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
17,1966,9,1966-11-06,31-038,HOU,@,OAK,L 23-38,,4,12,33.33,59,1,0,78.1,4.92,6.58,0,0,,0
18,1966,13,1966-12-11,31-073,HOU,,BOS,L 14-38,*,11,20,55.00,109,1,1,66.5,5.45,4.20,0,0,,0
,,,18 Games,,,,,8-10-0,,87,175,49.71,1094,4,12,48.6,6.25,3.62,4,11,2.75,0
