
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
1,1960,1,1960-09-11,29-351,BUF,@,NYT,L 3-27,*,2,10,20.00,37,0,1,2.9,3.70,-0.80,2,5,2.50,0,,,,,,,0,0
2,1960,2,1960-09-18,29-358,BUF,,DEN,L 21-27,*,13,23,56.52,218,2,5,78.1,9.48,1.43,1,1,1.00,0,,,,,,,0,0
3,1960,3,1960-09-23,29-363,BUF,@,BOS,W 13-0,,6,16,37.50,131,1,1,62.2,8.19,6.63,3,4,1.33,0,,,,,,,0,0
4,1960,4,1960-10-02,30-006,BUF,,LAC,L 10-24,*,8,14,57.14,53,0,3,25.9,3.79,-5.86,2,6,3.00,0,,,,,,,0,0
5,1960,5,1960-10-16,30-020,BUF,,NYT,L 13-17,,,,,,,,,,,,,,,,,,,,,,
6,1960,6,1960-10-23,30-027,BUF,,OAK,W 38-9,,,,,,,,,,,,,,,,,,,,,,
7,1960,7,1960-10-30,30-034,BUF,,HOU,W 25-24,,,,,,,,,,,,,,,,,,,,,,
8,1960,8,1960-11-06,30-041,BUF,,DTX,L 28-45,,8,16,50.00,170,1,0,108.9,10.63,11.88,0,0,,0,,,,,,,0,0
9,1960,9,1960-11-13,30-048,BUF,@,OAK,L 7-20,,7,10,70.00,87,0,0,96.7,8.70,8.70,3,-8,-2.67,1,,,,,,,1,6
10,1960,10,1960-11-20,30-055,BUF,@,LAC,W 32-3,*,8,16,50.00,92,1,1,62.5,5.75,4.19,2,-1,-0.50,0,,,,,,,0,0
11,1960,11,1960-11-27,30-062,BUF,@,DEN,T 38-38,*,6,15,40.00,134,1,0,94.9,8.93,10.27,2,2,1.00,0,,,,,,,0,0
12,1960,12,1960-12-04,30-069,BUF,,BOS,W 38-14,,3,15,20.00,42,0,0,39.6,2.80,2.80,1,12,12.00,0,,,,,,,0,0
13,1960,13,1960-12-11,30-076,BUF,@,HOU,L 23-31,,2,8,25.00,47,1,2,51.6,5.88,-2.88,0,0,,0,,,,,,,0,0
14,1960,14,1960-12-18,30-083,BUF,@,DTX,L 7-24,,2,2,100.00,22,0,0,112.5,11.00,11.00,0,0,,0,,,,,1,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
15,1961,1,1961-09-10,30-349,BUF,,DEN,L 10-22,*,1,5,20.00,11,0,1,0.0,2.20,-6.80,0,0,,0,,,,,,,0,0
,,,15 Games,,,,,5-9-1,,66,150,44.00,1044,7,14,44.4,6.96,3.69,16,21,1.31,1,,,,,1,,1,6
