
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1972,4,1972-10-08,25-190,NWE,@,BUF,L 14-38,,4,8,50.00,70,0,0,80.2,8.75,8.75,1,1,1.00,1,1,6
2,1972,5,1972-10-15,25-197,NWE,,NYJ,L 13-41,,4,5,80.00,39,0,0,99.2,7.80,7.80,1,8,8.00,0,0,0
3,1972,6,1972-10-22,25-204,NWE,@,PIT,L 3-33,,4,4,100.00,60,0,0,118.7,15.00,15.00,0,0,,0,0,0
4,1972,7,1972-10-29,25-211,NWE,@,NYJ,L 10-34,,4,8,50.00,33,0,0,60.9,4.13,4.13,1,1,1.00,1,1,6
5,1972,8,1972-11-06,25-219,NWE,,BAL,L 17-24,,0,0,,0,0,0,,,,1,7,7.00,0,0,0
6,1972,9,1972-11-12,25-225,NWE,@,MIA,L 0-52,,4,9,44.44,51,0,1,23.1,5.67,0.67,1,6,6.00,0,0,0
7,1972,12,1972-12-03,25-246,NWE,,MIA,L 21-37,,6,11,54.55,60,1,0,100.6,5.45,7.27,1,1,1.00,1,1,6
8,1972,14,1972-12-17,25-260,NWE,@,DEN,L 21-45,,3,9,33.33,70,1,0,99.3,7.78,10.00,1,11,11.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
9,1977,13,1977-12-11,30-254,GNB,@,CHI,L 10-21,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
,,,9 Games,,,,,0-9-0,,29,55,52.73,383,2,1,79.6,6.96,6.87,7,35,5.00,3,3,18
