
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,26-029,DET,,TAM,L 27-31,*,10,26,38.46,201,2,3,52.4,7.73,4.08,1,11,11.00,0
2,1987,4,1987-10-11,26-036,DET,@,GNB,W 19-16,*,19,39,48.72,224,1,0,75.2,5.74,6.26,3,38,12.67,0
3,1987,5,1987-10-18,26-043,DET,,SEA,L 14-37,*,14,27,51.85,127,2,2,58.7,4.70,2.85,1,0,0.00,0
,,,3 Games,,,,,1-2-0,,43,92,46.74,552,5,5,61.5,6.00,4.64,5,49,9.80,0
