
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2004,10,2004-11-21,23-354,IND,@,CHI,W 41-10,,0,0,,0,0,0,,,,3,-3,-1.00,0
2,2004,11,2004-11-25,23-358,IND,@,DET,W 41-9,,1,3,33.33,7,0,0,42.4,2.33,2.33,0,0,,0
3,2004,12,2004-12-05,24-002,IND,,TEN,W 51-24,,0,1,0.00,0,0,0,39.6,0.00,0.00,3,-4,-1.33,0
4,2004,16,2005-01-02,24-030,IND,@,DEN,L 14-33,,16,25,64.00,168,2,0,110.1,6.72,8.32,2,2,1.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
5,2005,5,2005-10-09,24-310,IND,@,SFO,W 28-3,,0,0,,0,0,0,,,,2,-3,-1.50,0
6,2005,6,2005-10-17,24-318,IND,,STL,W 45-28,,0,0,,0,0,0,,,,2,-2,-1.00,0
7,2005,12,2005-12-04,25-001,IND,,TEN,W 35-3,,0,0,,0,0,0,,,,1,-1,-1.00,0
8,2005,15,2005-12-24,25-021,IND,@,SEA,L 13-28,,22,31,70.97,237,1,0,103.8,7.65,8.29,3,7,2.33,0
9,2005,16,2006-01-01,25-029,IND,,ARI,W 17-13,,20,30,66.67,207,2,1,94.7,6.90,6.73,4,0,0.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
10,2006,2,2006-09-17,25-288,IND,,HOU,W 43-24,,0,0,,0,0,0,,,,0,0,,0
11,2006,4,2006-10-01,25-302,IND,@,NYJ,W 31-28,,0,0,,0,0,0,,,,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
12,2007,7,2007-10-28,26-329,IND,@,CAR,W 31-7,,1,2,50.00,9,0,0,62.5,4.50,4.50,0,0,,0
13,2007,13,2007-12-09,27-006,IND,@,BAL,W 44-20,,3,5,60.00,26,0,0,73.7,5.20,5.20,2,-2,-1.00,0
14,2007,15,2007-12-23,27-020,IND,,HOU,W 38-15,,3,5,60.00,29,0,0,76.2,5.80,5.80,3,-1,-0.33,0
15,2007,16,2007-12-30,27-027,IND,,TEN,L 10-16,,11,24,45.83,68,1,0,66.7,2.83,3.67,1,-1,-1.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
16,2008,16,2008-12-28,28-025,IND,,TEN,W 23-0,,22,30,73.33,178,0,0,87.9,5.93,5.93,5,8,1.60,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
17,2009,6,2009-10-25,28-326,IND,@,STL,W 42-6,,,,,,,,,,,,,,
,,,17 Games,,,,,14-3-0,,99,156,63.46,929,6,1,89.9,5.96,6.44,31,0,0.00,0
