
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1978,1,1978-09-04,24-067,BAL,@,DAL,L 0-38,*,9,20,45.00,116,0,2,24.2,5.80,1.30,2,17,8.50,0
2,1978,2,1978-09-10,24-073,BAL,,MIA,L 0-42,,2,4,50.00,18,0,1,22.9,4.50,-6.75,0,0,,0
3,1978,8,1978-10-22,24-115,BAL,,DEN,W 7-6,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,-1,-1.00,0
4,1978,9,1978-10-29,24-122,BAL,@,MIA,L 8-26,*,7,14,50.00,71,1,4,49.1,5.07,-6.36,3,23,7.67,0
5,1978,11,1978-11-12,24-136,BAL,@,SEA,W 17-14,,1,1,100.00,6,0,0,91.7,6.00,6.00,2,-4,-2.00,0
6,1978,15,1978-12-09,24-163,BAL,@,PIT,L 13-35,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0
,,,6 Games,,,,,2-4-0,,19,41,46.34,211,1,8,30.7,5.15,-3.15,8,35,4.38,0
