
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1960,2,1960-09-18,21-069,HOU,,LAC,W 38-28,,1,3,33.33,10,0,1,4.2,3.33,-11.67,0,0,,0,,0,0,,0,0,0
2,1960,10,1960-11-20,21-132,HOU,,DEN,W 20-10,*,6,13,46.15,281,3,1,100.2,21.62,22.77,3,-5,-1.67,0,,0,0,,0,0,0
3,1960,11,1960-11-25,21-137,HOU,@,BOS,W 24-10,*,21,38,55.26,331,1,0,93.2,8.71,9.24,0,0,,0,,0,0,,0,0,0
4,1960,12,1960-12-04,21-146,HOU,@,DTX,L 0-24,*,9,15,60.00,84,0,3,35.8,5.60,-3.40,3,16,5.33,0,,0,0,,0,0,0
5,1960,14,1960-12-18,21-160,HOU,,BOS,W 37-21,,4,8,50.00,136,1,1,95.8,17.00,13.88,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
6,1961,1,1961-09-09,22-060,HOU,,OAK,W 55-0,,2,3,66.67,46,1,0,149.3,15.33,22.00,1,-1,-1.00,0,,0,0,,0,0,0
7,1961,2,1961-09-24,22-075,HOU,@,SDG,L 24-34,,10,25,40.00,190,3,2,73.3,7.60,6.40,2,14,7.00,0,,0,0,,0,0,0
8,1961,4,1961-10-08,22-089,HOU,,BUF,L 12-22,*,10,26,38.46,196,1,2,46.3,7.54,4.85,2,6,3.00,0,,0,0,,0,0,0
9,1961,5,1961-10-13,22-094,HOU,@,BOS,T 31-31,*,27,41,65.85,457,2,2,99.3,11.15,9.93,2,10,5.00,0,,0,0,,0,0,0
10,1961,6,1961-10-22,22-103,HOU,,DTX,W 38-7,*,6,11,54.55,109,1,0,119.1,9.91,11.73,0,0,,0,,0,0,,0,0,0
11,1961,8,1961-11-05,22-117,HOU,@,DEN,W 55-14,,2,2,100.00,85,1,0,158.3,42.50,52.50,0,0,,0,,0,0,,0,0,0
12,1961,9,1961-11-12,22-124,HOU,,BOS,W 27-15,,5,5,100.00,54,1,0,151.2,10.80,14.80,1,7,7.00,0,,0,0,,0,0,0
13,1961,10,1961-11-19,22-131,HOU,,NYT,W 49-13,,1,5,20.00,9,0,0,39.6,1.80,1.80,0,0,,0,,0,0,,0,0,0
14,1961,11,1961-11-26,22-138,HOU,,DEN,W 45-14,,3,5,60.00,59,2,0,140.8,11.80,19.80,0,0,,0,,0,0,,0,0,0
15,1961,13,1961-12-10,22-152,HOU,@,NYT,W 48-21,,0,3,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,0,0,,0,0,0
16,1961,14,1961-12-17,22-159,HOU,@,OAK,W 47-16,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
17,1962,3,1962-09-23,23-074,HOU,@,SDG,W 42-17,,1,1,100.00,4,1,0,122.9,4.00,24.00,1,0,0.00,0,,0,0,,0,0,0
18,1962,4,1962-10-07,23-088,HOU,,BUF,W 17-14,,5,10,50.00,69,0,2,32.9,6.90,-2.10,1,-2,-2.00,0,,0,0,,0,0,0
19,1962,5,1962-10-14,23-095,HOU,,NYT,W 56-17,,1,2,50.00,35,1,0,135.4,17.50,27.50,0,0,,0,,0,0,,0,0,0
20,1962,7,1962-10-28,23-109,HOU,,DTX,L 7-31,,9,16,56.25,134,0,0,83.9,8.38,8.38,1,-1,-1.00,0,,0,0,,0,0,0
21,1962,11,1962-11-25,23-137,HOU,,SDG,W 33-27,,7,13,53.85,164,1,3,85.1,12.62,3.77,1,4,4.00,0,,0,0,,0,0,0
22,1962,14,1962-12-15,23-157,HOU,@,NYT,W 44-10,,3,8,37.50,27,1,0,87.0,3.38,5.88,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
23,1963,1,1963-09-07,24-058,HOU,,OAK,L 13-24,,10,18,55.56,123,1,1,72.2,6.83,5.44,0,0,,0,,0,0,,0,0,0
24,1963,7,1963-10-20,24-101,HOU,,BUF,W 28-14,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,,0,0,,0,0,0
25,1963,9,1963-11-01,24-113,HOU,@,BOS,L 3-45,,12,24,50.00,163,0,3,32.5,6.79,1.17,0,0,,0,,0,0,,0,0,0
26,1963,11,1963-12-01,24-143,HOU,@,SDG,L 0-27,,4,6,66.67,41,0,1,46.5,6.83,-0.67,0,0,,0,,0,0,,0,0,0
27,1963,12,1963-12-08,24-150,HOU,,BOS,L 28-46,,10,19,52.63,136,1,1,71.4,7.16,5.84,1,1,1.00,0,,0,0,,0,0,0
28,1963,13,1963-12-15,24-157,HOU,,SDG,L 14-20,*,1,7,14.29,12,0,1,0.0,1.71,-4.71,1,8,8.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
29,1964,1,1964-09-12,25-063,DEN,@,NYJ,L 6-30,*,18,32,56.25,127,0,3,26.4,3.97,-0.25,4,23,5.75,0,,0,0,,0,0,0
30,1964,2,1964-09-20,25-071,DEN,@,BUF,L 13-30,*,13,32,40.63,168,1,2,42.2,5.25,3.06,6,9,1.50,0,,0,0,,0,0,0
31,1964,3,1964-09-27,25-078,DEN,,HOU,L 17-38,*,17,32,53.13,239,0,2,51.4,7.47,4.66,7,30,4.29,1,,0,0,,0,1,6
32,1964,4,1964-10-04,25-085,DEN,,BOS,L 10-39,*,5,10,50.00,44,0,1,22.5,4.40,-0.10,1,-1,-1.00,0,,0,0,,0,0,0
33,1964,5,1964-10-11,25-092,DEN,,KAN,W 33-27,*,13,23,56.52,186,3,1,104.3,8.09,8.74,5,15,3.00,0,,0,0,,0,0,0
