
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts
1,2010,1,2010-09-12,23-029,DEN,@,JAX,L 17-24,,0,0,,0,0,0,,,,2,2,1.00,0,,0,0
2,2010,6,2010-10-17,23-064,DEN,,NYJ,L 20-24,,0,0,,0,0,0,,,,6,23,3.83,1,,1,6
3,2010,7,2010-10-24,23-071,DEN,,OAK,L 14-59,,,,,,,,,,,,,,,,,
4,2010,8,2010-10-31,23-078,DEN,@,SFO,L 16-24,,0,0,,0,0,0,,,,2,1,0.50,1,,1,6
5,2010,9,2010-11-14,23-092,DEN,,KAN,W 49-29,,1,1,100.00,3,1,0,118.7,3.00,23.00,2,2,1.00,1,,1,6
6,2010,10,2010-11-22,23-100,DEN,@,SDG,L 14-35,,,,,,,,,,,,,,,,,
7,2010,14,2010-12-19,23-127,DEN,@,OAK,L 23-39,*,8,16,50.00,138,1,0,100.5,8.63,9.88,8,78,9.75,1,,1,6
8,2010,15,2010-12-26,23-134,DEN,,HOU,W 24-23,*,16,29,55.17,308,1,1,89.4,10.62,9.76,10,27,2.70,1,,1,6
9,2010,16,2011-01-02,23-141,DEN,,SDG,L 28-33,*,16,36,44.44,205,2,2,58.2,5.69,4.31,13,94,7.23,1,,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts
10,2011,2,2011-09-18,24-035,DEN,,CIN,W 24-22,,,,,,,,,,,,,,,,,
11,2011,4,2011-10-02,24-049,DEN,@,GNB,L 23-49,,0,0,,0,0,0,,,,1,-1,-1.00,0,,0,0
