
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1972,1,1972-09-17,28-114,STL,@,BAL,W 10-3,*,10,15,66.67,110,0,0,88.2,7.33,7.33,3,-10,-3.33,0
2,1972,2,1972-09-24,28-121,STL,@,WAS,L 10-24,*,8,15,53.33,85,0,2,30.6,5.67,-0.33,1,16,16.00,0
3,1972,7,1972-10-29,28-156,STL,,CHI,L 10-27,*,15,35,42.86,133,1,3,27.4,3.80,0.51,3,11,3.67,0
4,1972,8,1972-11-05,28-163,STL,@,PHI,T 6-6,*,7,14,50.00,106,0,2,35.7,7.57,1.14,2,11,5.50,0
,,,4 Games,,,,,1-2-1,,40,79,50.63,434,1,7,34.5,5.49,1.76,9,28,3.11,0
