
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1962,3,1962-09-23,26,SDG,,HOU,L 17-42,,16,33,48.48,294,2,1,87.2,8.91,8.76,1,0,0.00,0,0,0
2,1962,4,1962-09-30,26,SDG,@,OAK,W 42-33,*,3,7,42.86,31,1,0,95.8,4.43,7.29,0,0,,0,0,0
3,1962,5,1962-10-07,26,SDG,,DTX,W 32-28,*,1,1,100.00,36,0,0,118.7,36.00,36.00,0,0,,0,0,0
4,1962,6,1962-10-13,26,SDG,@,BUF,L 10-35,,8,20,40.00,70,0,2,10.4,3.50,-1.00,0,0,,0,0,0
5,1962,7,1962-10-19,26,SDG,@,BOS,L 20-24,,8,23,34.78,162,1,3,35.3,7.04,2.04,0,0,,0,0,0
6,1962,8,1962-10-28,26,SDG,@,NYT,L 3-23,,5,13,38.46,62,0,1,22.0,4.77,1.31,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
7,1963,1,1963-09-08,27,NYJ,@,BOS,L 14-38,*,16,37,43.24,164,1,4,26.0,4.43,0.11,0,0,,0,0,0
8,1963,2,1963-09-22,27,NYJ,,HOU,W 24-17,*,15,33,45.45,198,1,1,62.4,6.00,5.24,1,11,11.00,0,0,0
9,1963,3,1963-09-28,27,NYJ,,OAK,W 10-7,*,12,28,42.86,196,1,5,39.3,7.00,-0.32,2,0,0.00,0,0,0
10,1963,4,1963-10-05,27,NYJ,,BOS,W 31-24,*,14,22,63.64,201,3,0,132.8,9.14,11.86,0,0,,0,0,0
11,1963,5,1963-10-13,27,NYJ,@,SDG,L 20-24,*,15,31,48.39,220,1,0,82.7,7.10,7.74,0,0,,0,0,0
