
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1960,10,1960-11-11,24-230,NYT,@,BOS,L 21-38,,0,3,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
2,1961,4,1961-10-01,25-189,NYT,,BOS,W 37-30,,2,2,100.00,9,1,0,125.0,4.50,14.50,0,0,,0,0,0
3,1961,5,1961-10-15,25-203,NYT,,SDG,L 10-25,,0,3,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
4,1961,6,1961-10-22,25-210,NYT,@,DEN,L 10-27,,5,10,50.00,73,0,0,74.2,7.30,7.30,0,0,,0,0,0
5,1961,8,1961-11-05,25-224,NYT,@,SDG,L 13-48,,0,6,0.00,0,0,2,0.0,0.00,-15.00,0,0,,0,0,0
6,1961,14,1961-12-17,25-266,NYT,@,DTX,L 24-35,,0,0,,0,0,0,,,,1,1,1.00,1,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
7,1962,9,1962-11-04,26-223,NYT,,OAK,W 31-21,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
8,1962,14,1962-12-15,26-264,NYT,,HOU,L 10-44,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,0,0
,,,8 Games,,,,,2-6-0,,7,26,26.92,82,1,3,13.5,3.15,-1.27,1,1,1.00,1,1,6
