
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1994,1,1994-09-05,24-023,SFO,,RAI,W 44-14,,0,0,,0,0,0,,,,1,-1,-1.00,0,0,0
2,1994,3,1994-09-18,24-036,SFO,@,RAM,W 34-19,,0,0,,0,0,0,,,,2,-2,-1.00,0,0,0
3,1994,5,1994-10-02,24-050,SFO,,PHI,L 8-40,,4,8,50.00,52,0,0,70.8,6.50,6.50,0,0,,0,0,0
4,1994,6,1994-10-09,24-057,SFO,@,DET,W 27-21,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
5,1994,7,1994-10-16,24-064,SFO,@,ATL,W 42-3,,1,3,33.33,42,0,0,81.9,14.00,14.00,0,0,,0,0,0
6,1994,8,1994-10-23,24-071,SFO,,TAM,W 41-16,,3,3,100.00,28,1,0,145.1,9.33,16.00,2,-2,-1.00,0,0,0
7,1994,9,1994-11-06,24-085,SFO,@,WAS,W 37-22,,3,3,100.00,16,0,0,88.9,5.33,5.33,0,0,,0,0,0
8,1994,13,1994-12-04,24-113,SFO,,ATL,W 50-14,,3,5,60.00,27,0,0,74.6,5.40,5.40,3,-2,-0.67,0,0,0
9,1994,14,1994-12-11,24-120,SFO,@,SDG,W 38-15,,0,0,,0,0,0,,,,1,0,0.00,0,0,0
10,1994,15,1994-12-17,24-126,SFO,,DEN,W 42-19,,3,4,75.00,44,0,0,110.4,11.00,11.00,1,2,2.00,0,0,0
11,1994,16,1994-12-26,24-135,SFO,@,MIN,L 14-21,,18,23,78.26,184,1,1,96.4,8.00,6.91,3,6,2.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
