
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1967,3,1967-10-01,22-206,GNB,,ATL,W 23-0,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
2,1967,9,1967-11-12,22-248,GNB,,CLE,W 55-7,,1,3,33.33,17,0,0,53.5,5.67,5.67,0,0,,0,0,0
3,1967,14,1967-12-17,22-283,GNB,,PIT,L 17-24,,11,19,57.89,154,1,1,79.7,8.11,6.79,1,-2,-2.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
4,1968,14,1968-12-15,23-281,GNB,@,CHI,W 28-27,,10,16,62.50,187,2,0,142.4,11.69,14.19,3,-7,-2.33,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
5,1969,5,1969-10-19,24-224,GNB,@,RAM,L 21-34,,5,13,38.46,118,0,0,72.0,9.08,9.08,0,0,,0,0,0
6,1969,7,1969-11-02,24-238,GNB,@,PIT,W 38-34,*,6,14,42.86,68,0,3,18.5,4.86,-4.79,2,-1,-0.50,1,1,6
7,1969,8,1969-11-09,24-245,GNB,@,BAL,L 6-14,,13,28,46.43,205,0,2,41.5,7.32,4.11,0,0,,0,0,0
8,1969,10,1969-11-23,24-259,GNB,,DET,L 10-16,,16,28,57.14,243,1,1,82.9,8.68,7.79,1,-6,-6.00,0,0,0
