
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1968,11,1968-11-24,25-141,BOS,,MIA,L 10-34,,3,3,100.00,33,0,0,112.5,11.00,11.00,1,-1,-1.00,0
2,1968,14,1968-12-15,25-162,BOS,@,HOU,L 17-45,,0,4,0.00,0,0,2,0.0,0.00,-22.50,0,0,,0
,,,2 Games,,,,,0-2-0,,3,7,42.86,33,0,2,17.9,4.71,-8.14,1,-1,-1.00,0
