
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1967,4,1967-10-01,22-016,HOU,,DEN,W 10-6,,4,10,40.00,43,0,1,13.7,4.30,-0.20,2,16,8.00,0,0,0
2,1967,5,1967-10-15,22-030,HOU,@,NYJ,T 28-28,*,5,9,55.56,28,0,1,21.8,3.11,-1.89,3,16,5.33,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
3,1968,3,1968-09-21,23-006,HOU,@,SDG,L 14-30,,1,2,50.00,6,0,1,16.7,3.00,-19.50,0,0,,0,0,0
4,1968,4,1968-09-29,23-014,HOU,,OAK,L 15-24,,8,17,47.06,106,0,0,67.3,6.24,6.24,2,31,15.50,0,0,0
5,1968,5,1968-10-06,23-021,HOU,,MIA,L 7-24,*,5,17,29.41,117,0,3,16.2,6.88,-1.06,5,0,0.00,0,0,0
6,1968,6,1968-10-13,23-028,HOU,@,BOS,W 16-0,*,10,25,40.00,119,0,1,38.6,4.76,2.96,7,59,8.43,1,1,6
7,1968,7,1968-10-20,23-035,HOU,,NYJ,L 14-20,*,8,24,33.33,83,0,1,26.9,3.46,1.58,1,1,1.00,0,0,0
8,1968,8,1968-10-27,23-042,HOU,@,BUF,W 30-7,,1,1,100.00,10,0,0,108.3,10.00,10.00,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
