
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Pnt,Yds,Y/P,Blck
1,1960,1,1960-09-25,28-341,CHI,@,GNB,W 17-14,,13,24,54.17,178,0,2,43.4,7.42,3.67,1,1,1.00,0,0,0,0,0,,0
2,1960,2,1960-10-02,28-348,CHI,@,BAL,L 7-42,,12,28,42.86,178,1,7,36.6,6.36,-4.18,2,11,5.50,0,0,0,3,128,42.67,0
3,1960,4,1960-10-16,28-362,CHI,,SFO,W 27-10,,1,1,100.00,2,0,0,79.2,2.00,2.00,0,0,,0,0,0,0,0,,0
4,1960,5,1960-10-23,29-003,CHI,@,RAM,T 24-24,,18,35,51.43,248,3,1,91.1,7.09,7.51,2,18,9.00,0,0,0,0,0,,0
5,1960,6,1960-10-30,29-010,CHI,@,SFO,L 7-25,,5,11,45.45,60,0,0,62.7,5.45,5.45,0,0,,0,0,0,0,0,,0
6,1960,7,1960-11-13,29-024,CHI,,BAL,L 20-24,,10,13,76.92,104,0,0,99.5,8.00,8.00,0,0,,0,0,0,0,0,,0
7,1960,8,1960-11-20,29-031,CHI,,DET,W 28-7,,9,14,64.29,82,1,2,64.3,5.86,0.86,0,0,,0,0,0,0,0,,0
8,1960,9,1960-11-27,29-038,CHI,,DAL,W 17-7,*,3,7,42.86,20,0,1,10.7,2.86,-3.57,0,0,,0,0,0,0,0,,0
9,1960,10,1960-12-04,29-045,CHI,,GNB,L 13-41,,9,19,47.37,151,1,2,52.6,7.95,4.26,2,-8,-4.00,0,0,0,2,84,42.00,0
10,1960,11,1960-12-11,29-052,CHI,@,CLE,L 0-42,,5,16,31.25,27,0,5,1.0,1.69,-12.38,1,-2,-2.00,0,0,0,0,0,,0
11,1960,12,1960-12-18,29-059,CHI,@,DET,L 0-36,,2,7,28.57,1,0,1,0.0,0.14,-6.29,0,0,,0,0,0,2,39,19.50,0
