
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2001,7,2001-10-28,29-088,MIN,@,TAM,L 14-41,,1,2,50.00,4,0,0,56.2,2.00,2.00,1,-1,-1.00,0
2,2001,11,2001-12-02,29-123,MIN,@,PIT,L 16-21,,11,15,73.33,200,2,1,127.1,13.33,13.00,1,4,4.00,0
3,2001,12,2001-12-09,29-130,MIN,,TEN,W 42-24,*,21,31,67.74,348,4,1,131.5,11.23,12.35,4,27,6.75,0
4,2001,13,2001-12-16,29-137,MIN,@,DET,L 24-27,*,18,38,47.37,243,2,2,63.8,6.39,5.08,3,31,10.33,0
5,2001,14,2001-12-23,29-144,MIN,,JAX,L 3-33,*,0,3,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
6,2002,9,2002-11-10,30-101,MIN,,NYG,L 20-27,,3,6,50.00,85,0,0,95.8,14.17,14.17,1,9,9.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
7,2003,4,2003-09-28,31-058,NOR,,IND,L 21-55,,5,8,62.50,62,1,0,126.0,7.75,10.25,0,0,,0
8,2003,7,2003-10-19,31-079,NOR,@,ATL,W 45-17,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
9,2003,8,2003-10-26,31-086,NOR,,CAR,L 20-23,,,,,,,,,,,,,,
10,2003,14,2003-12-14,31-135,NOR,,NYG,W 45-7,,2,4,50.00,19,0,0,63.5,4.75,4.75,3,1,0.33,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
11,2004,1,2004-09-12,32-042,NOR,,SEA,L 7-21,,,,,,,,,,,,,,
12,2004,2,2004-09-19,32-049,NOR,,SFO,W 30-27,,,,,,,,,,,,,,
