
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1972,9,1972-11-12,25-165,MIA,,NWE,W 52-0,,4,6,66.67,145,2,0,149.3,24.17,30.83,1,0,0.00,0
2,1972,11,1972-11-27,25-180,MIA,,STL,W 31-10,,1,1,100.00,20,0,0,118.7,20.00,20.00,0,0,,0
3,1972,12,1972-12-03,25-186,MIA,@,NWE,W 37-21,,0,2,0.00,0,0,1,0.0,0.00,-22.50,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
4,1973,2,1973-09-23,26-115,GNB,,DET,T 13-13,,3,8,37.50,63,0,0,66.1,7.88,7.88,0,0,,0
5,1973,3,1973-09-30,26-122,GNB,@,MIN,L 3-11,*,4,14,28.57,36,0,0,39.6,2.57,2.57,2,-4,-2.00,0
6,1973,4,1973-10-07,26-129,GNB,@,NYG,W 16-14,*,1,4,25.00,-4,0,2,0.0,-1.00,-23.50,1,3,3.00,0
7,1973,5,1973-10-14,26-136,GNB,,KAN,T 10-10,,6,12,50.00,89,1,2,62.8,7.42,1.58,1,2,2.00,0
8,1973,6,1973-10-21,26-143,GNB,@,RAM,L 7-24,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
9,1973,7,1973-10-28,26-150,GNB,@,DET,L 0-34,*,5,9,55.56,33,0,0,63.7,3.67,3.67,0,0,,0
10,1973,11,1973-11-26,26-179,GNB,@,SFO,L 6-20,,4,7,57.14,40,0,1,33.9,5.71,-0.71,0,0,,0
11,1973,13,1973-12-08,26-191,GNB,,MIN,L 7-31,,4,7,57.14,61,1,1,86.0,8.71,5.14,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
12,1974,4,1974-10-06,27-128,NYG,,ATL,L 7-14,,2,6,33.33,19,0,0,43.1,3.17,3.17,0,0,,0
13,1974,5,1974-10-13,27-135,NYG,@,PHI,L 7-35,*,8,22,36.36,134,0,3,18.2,6.09,-0.05,2,10,5.00,0
14,1974,7,1974-10-27,27-149,NYG,,DAL,L 7-21,*,2,4,50.00,12,0,0,56.2,3.00,3.00,1,5,5.00,0
,,,14 Games,,,,,4-8-2,,44,103,42.72,648,4,10,37.3,6.29,2.70,8,16,2.00,0
