
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1969,10,1969-11-16,23-344,NYJ,,KAN,L 16-34,,1,1,100.00,35,0,0,118.7,35.00,35.00,0,0,,0
2,1969,11,1969-11-23,23-351,NYJ,,CIN,W 40-7,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0
3,1969,12,1969-11-30,23-358,NYJ,,OAK,L 14-27,,1,2,50.00,4,0,0,56.2,2.00,2.00,1,14,14.00,0
4,1969,14,1969-12-14,24-007,NYJ,@,MIA,W 27-9,,2,5,40.00,28,0,1,19.2,5.60,-3.40,3,-1,-0.33,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
5,1970,1,1970-09-21,24-288,NYJ,@,CLE,L 21-31,,1,2,50.00,7,0,0,58.3,3.50,3.50,0,0,,0
6,1970,6,1970-10-25,24-322,NYJ,,BUF,L 6-10,*,7,16,43.75,63,0,1,28.9,3.94,1.13,3,-5,-1.67,0
7,1970,7,1970-11-01,24-329,NYJ,,NYG,L 10-22,*,12,16,75.00,164,1,2,88.5,10.25,5.88,4,11,2.75,0
8,1970,8,1970-11-08,24-336,NYJ,@,PIT,L 17-21,*,9,26,34.62,115,1,1,46.2,4.42,3.46,5,43,8.60,0
9,1970,9,1970-11-15,24-343,NYJ,@,RAM,W 31-20,*,10,17,58.82,261,3,0,142.8,15.35,18.88,5,2,0.40,0
10,1970,10,1970-11-22,24-350,NYJ,,BOS,W 17-3,*,13,22,59.09,160,0,2,43.8,7.27,3.18,3,20,6.67,0
11,1970,11,1970-11-29,24-357,NYJ,,MIN,W 20-10,*,8,12,66.67,106,1,0,122.2,8.83,10.50,1,9,9.00,0
12,1970,12,1970-12-06,24-364,NYJ,,OAK,L 13-14,*,9,22,40.91,99,1,1,51.1,4.50,3.36,2,7,3.50,0
13,1970,13,1970-12-13,25-006,NYJ,@,MIA,L 10-16,*,10,24,41.67,91,1,2,31.8,3.79,0.88,3,9,3.00,0
14,1970,14,1970-12-19,25-012,NYJ,@,BAL,L 20-35,*,17,31,54.84,199,1,0,85.3,6.42,7.06,2,14,7.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
