
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1968,1,1968-09-08,21-285,BUF,,BOS,L 7-16,*,13,25,52.00,150,0,2,37.1,6.00,2.40,5,9,1.80,0
2,1968,2,1968-09-15,21-292,BUF,,OAK,L 6-48,*,4,20,20.00,48,1,0,56.2,2.40,3.40,1,-2,-2.00,0
3,1968,3,1968-09-22,21-299,BUF,@,CIN,L 23-34,*,14,33,42.42,152,0,1,44.0,4.61,3.24,1,8,8.00,0
4,1968,4,1968-09-29,21-306,BUF,,NYJ,W 37-35,*,8,18,44.44,79,0,1,34.3,4.39,1.89,5,0,0.00,0
5,1968,5,1968-10-05,21-312,BUF,,KAN,L 7-18,*,8,20,40.00,136,1,2,40.8,6.80,3.30,0,0,,0
6,1968,6,1968-10-12,21-319,BUF,@,MIA,T 14-14,,8,14,57.14,79,1,0,97.0,5.64,7.07,0,0,,0
7,1968,7,1968-10-20,21-327,BUF,@,BOS,L 6-23,*,15,30,50.00,153,0,4,25.4,5.10,-0.90,0,0,,0
8,1968,8,1968-10-27,21-334,BUF,,HOU,L 7-30,,3,8,37.50,0,0,1,6.2,0.00,-5.63,0,0,,0
9,1968,10,1968-11-10,21-348,BUF,,MIA,L 17-21,,5,12,41.67,36,0,1,14.6,3.00,-0.75,0,0,,0
10,1968,11,1968-11-17,21-355,BUF,,SDG,L 6-21,*,8,21,38.10,38,0,0,46.3,1.81,1.81,0,0,,0
11,1968,14,1968-12-07,22-009,BUF,@,HOU,L 6-35,,6,14,42.86,46,0,2,11.9,3.29,-3.14,1,-4,-4.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
12,1969,7,1969-10-26,22-332,BUF,@,MIA,L 6-24,,6,17,35.29,81,0,2,11.8,4.76,-0.53,4,16,4.00,0
13,1969,8,1969-11-02,22-339,BUF,,KAN,L 7-29,*,10,25,40.00,132,1,4,31.2,5.28,-1.12,2,-2,-1.00,0
14,1969,9,1969-11-09,22-346,BUF,@,NYJ,L 6-16,*,8,10,80.00,152,0,0,118.7,15.20,15.20,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
15,1970,1,1970-09-20,23-296,BUF,,DEN,L 10-25,*,6,15,40.00,40,0,1,20.1,2.67,-0.33,1,26,26.00,0
16,1970,2,1970-09-27,23-303,BUF,,RAM,L 0-19,*,4,13,30.77,29,0,1,8.2,2.23,-1.23,0,0,,0
17,1970,4,1970-10-11,23-317,BUF,@,PIT,L 10-23,,1,1,100.00,2,0,0,79.2,2.00,2.00,0,0,,0
,,,17 Games,,,,,1-15-1,,127,296,42.91,1353,4,22,30.4,4.57,1.50,20,51,2.55,0
