
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1966,12,1966-12-04,24-158,MIA,@,DEN,L 7-17,,7,19,36.84,118,0,0,58.7,6.21,6.21,1,1,1.00,0,0,0
2,1966,14,1966-12-18,24-172,MIA,,HOU,W 29-28,*,22,38,57.89,307,4,2,97.1,8.08,7.82,2,16,8.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
3,1967,1,1967-09-17,25-080,MIA,,DEN,W 35-21,*,2,2,100.00,51,0,0,118.7,25.50,25.50,2,2,1.00,1,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
4,1968,2,1968-09-15,26-078,CIN,,DEN,W 24-10,*,12,22,54.55,224,2,0,120.3,10.18,12.00,0,0,,0,0,0
5,1968,3,1968-09-22,26-085,CIN,,BUF,W 34-23,*,8,18,44.44,68,0,1,31.7,3.78,1.28,4,-8,-2.00,0,0,0
6,1968,4,1968-09-29,26-092,CIN,,SDG,L 10-31,*,12,21,57.14,100,0,1,49.7,4.76,2.62,0,0,,0,0,0
7,1968,5,1968-10-06,26-099,CIN,@,DEN,L 7-10,*,15,38,39.47,139,0,0,50.2,3.66,3.66,0,0,,0,0,0
8,1968,6,1968-10-13,26-106,CIN,@,KAN,L 3-13,*,7,19,36.84,48,0,1,23.4,2.53,0.16,2,15,7.50,0,0,0
9,1968,7,1968-10-20,26-113,CIN,,MIA,L 22-24,*,4,10,40.00,34,0,1,10.0,3.40,-1.10,0,0,,0,0,0
10,1968,8,1968-10-27,26-120,CIN,@,OAK,L 10-31,,2,3,66.67,20,0,0,85.4,6.67,6.67,0,0,,0,0,0
11,1968,11,1968-11-17,26-141,CIN,@,MIA,W 38-21,,6,8,75.00,138,1,0,156.2,17.25,19.75,3,-8,-2.67,0,0,0
12,1968,12,1968-11-24,26-148,CIN,,OAK,L 0-34,,4,8,50.00,22,0,0,56.2,2.75,2.75,0,0,,0,0,0
13,1968,13,1968-12-01,26-155,CIN,@,BOS,L 14-33,*,15,30,50.00,103,2,1,66.4,3.43,3.27,1,2,2.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
14,1969,14,1969-12-14,27-168,MIA,,NYJ,L 9-27,,14,23,60.87,146,0,2,43.0,6.35,2.43,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
15,1970,1,1970-09-20,28-083,MIA,@,BOS,L 14-27,,3,5,60.00,38,0,0,83.7,7.60,7.60,0,0,,0,0,0
16,1970,5,1970-10-18,28-111,MIA,@,BUF,W 33-14,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
17,1970,6,1970-10-25,28-118,MIA,,CLE,L 0-28,,2,8,25.00,11,0,0,39.6,1.38,1.38,0,0,,0,0,0
18,1970,7,1970-11-01,28-125,MIA,@,BAL,L 0-35,,5,13,38.46,35,0,1,14.6,2.69,-0.77,0,0,,0,0,0
19,1970,8,1970-11-08,28-132,MIA,@,PHI,L 17-24,,5,15,33.33,120,2,1,75.0,8.00,7.67,0,0,,0,0,0
20,1970,12,1970-12-06,28-160,MIA,,BOS,W 37-20,,0,4,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
21,1970,14,1970-12-20,28-174,MIA,,BUF,W 45-7,,1,7,14.29,36,1,0,88.1,5.14,8.00,2,5,2.50,0,0,0
,,,21 Games,,,,,8-13-0,,146,312,46.79,1758,12,11,62.7,5.63,4.82,17,25,1.47,1,1,6
