
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,23-308,NYJ,,DAL,L 24-38,*,18,33,54.55,213,1,1,71.9,6.45,5.70,4,5,1.25,0
2,1987,4,1987-10-11,23-315,NYJ,@,IND,L 0-6,*,17,35,48.57,163,0,3,26.3,4.66,0.80,1,0,0.00,0
,,,2 Games,,,,,0-2-0,,35,68,51.47,376,1,4,48.4,5.53,3.18,5,5,1.00,0
