
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2009,13,2009-12-13,24-080,STL,@,TEN,L 7-47,*,28,44,63.64,165,1,5,38.7,3.75,-0.91,0,0,,0
2,2009,14,2009-12-20,24-087,STL,,HOU,L 13-16,*,18,27,66.67,173,1,1,81.2,6.41,5.48,2,0,0.00,0
3,2009,15,2009-12-27,24-094,STL,@,ARI,L 10-31,*,20,31,64.52,171,1,3,50.0,5.52,1.81,0,0,,0
4,2009,16,2010-01-03,24-101,STL,,SFO,L 6-28,*,7,17,41.18,57,0,0,50.4,3.35,3.35,3,6,2.00,0
,,,4 Games,,,,,0-4-0,,73,119,61.34,566,3,9,49.9,4.76,1.86,5,6,1.20,0
