
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1985,14,1985-12-08,24-004,BUF,,NYJ,L 7-27,,1,1,100.00,19,0,0,118.7,19.00,19.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
2,1986,4,1986-09-28,24-298,BUF,,KAN,L 17-20,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,0,0.00,0
3,1986,8,1986-10-26,24-326,BUF,,NWE,L 3-23,,2,8,25.00,15,0,2,0.0,1.88,-9.38,0,0,,0
4,1986,15,1986-12-14,25-010,BUF,@,IND,L 14-24,,7,10,70.00,89,0,0,97.5,8.90,8.90,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
5,1988,7,1988-10-17,26-318,BUF,@,NYJ,W 37-14,,0,0,,0,0,0,,,,2,-2,-1.00,0
6,1988,9,1988-10-30,26-331,BUF,,GNB,W 28-0,,,,,,,,,,,0,0,,0
7,1988,11,1988-11-14,26-346,BUF,@,MIA,W 31-6,,0,0,,0,0,0,,,,1,-1,-1.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
8,1989,2,1989-09-18,27-288,BUF,,DEN,L 14-28,,2,2,100.00,42,0,0,118.7,21.00,21.00,0,0,,0
9,1989,5,1989-10-08,27-308,BUF,@,IND,L 14-37,,11,19,57.89,177,1,1,84.8,9.32,8.00,0,0,,0
10,1989,6,1989-10-16,27-316,BUF,,RAM,W 23-20,*,21,37,56.76,214,2,1,80.2,5.78,5.65,1,1,1.00,0
11,1989,7,1989-10-22,27-322,BUF,,NYJ,W 34-3,*,13,20,65.00,145,3,0,126.0,7.25,10.25,5,32,6.40,0
12,1989,8,1989-10-29,27-329,BUF,,MIA,W 31-17,*,6,9,66.67,123,1,0,146.8,13.67,15.89,0,0,,0
