
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,2007,10,2007-11-18,26-089,MIA,@,PHI,L 7-17,*,9,22,40.91,109,0,0,56.8,4.95,4.95,2,3,1.50,0,0,0
2,2007,11,2007-11-26,26-097,MIA,@,PIT,L 0-3,*,14,23,60.87,132,0,0,76.7,5.74,5.74,1,8,8.00,0,0,0
3,2007,12,2007-12-02,26-103,MIA,,NYJ,L 13-40,*,23,39,58.97,177,0,3,38.1,4.54,1.08,3,3,1.00,0,0,0
4,2007,13,2007-12-09,26-110,MIA,@,BUF,L 17-38,*,1,2,50.00,6,0,0,56.2,3.00,3.00,1,-4,-4.00,0,0,0
5,2007,16,2007-12-30,26-131,MIA,,CIN,L 25-38,,13,21,61.90,135,1,0,96.3,6.43,7.38,2,2,1.00,1,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
6,2011,5,2011-10-16,30-056,WAS,,PHI,L 13-20,,8,15,53.33,117,0,0,79.0,7.80,7.80,2,14,7.00,1,1,6
7,2011,6,2011-10-23,30-063,WAS,@,CAR,L 20-33,*,22,37,59.46,279,1,1,80.8,7.54,6.86,3,10,3.33,1,1,6
8,2011,7,2011-10-30,30-070,WAS,@,BUF,L 0-23,*,20,33,60.61,208,0,2,53.6,6.30,3.58,2,10,5.00,0,0,0
9,2011,8,2011-11-06,30-077,WAS,,SFO,L 11-19,*,30,47,63.83,254,1,1,76.0,5.40,4.87,3,9,3.00,0,0,0
,,,9 Games,,,,,0-9-0,,140,239,58.58,1417,3,7,67.6,5.93,4.86,19,55,2.89,3,3,18
