
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1995,1,1995-09-03,24-206,PIT,,DET,W 23-20,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0
2,1995,3,1995-09-18,24-221,PIT,@,MIA,L 10-23,,17,28,60.71,202,1,1,79.8,7.21,6.32,0,0,,0
3,1995,4,1995-09-24,24-227,PIT,,MIN,L 24-44,,15,27,55.56,195,1,3,51.2,7.22,2.96,1,2,2.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
4,1996,1,1996-09-01,25-205,PIT,@,JAX,L 9-24,*,9,17,52.94,83,0,0,66.5,4.88,4.88,1,-4,-4.00,0
5,1996,9,1996-11-03,25-268,PIT,,STL,W 42-6,,4,8,50.00,40,0,0,64.6,5.00,5.00,1,0,0.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
6,1999,7,1999-10-24,28-257,CHI,@,TAM,L 3-6,,10,22,45.45,117,0,1,43.2,5.32,3.27,0,0,,0
7,1999,9,1999-11-07,28-271,CHI,@,GNB,W 14-13,,16,29,55.17,142,1,3,40.4,4.90,0.93,0,0,,0
8,1999,10,1999-11-14,28-278,CHI,,MIN,L 24-27,*,34,48,70.83,422,3,1,109.9,8.79,9.10,0,0,,0
9,1999,11,1999-11-21,28-285,CHI,@,SDG,W 23-20,*,25,38,65.79,357,1,0,104.8,9.39,9.92,2,9,4.50,0
10,1999,12,1999-11-25,28-289,CHI,@,DET,L 17-21,*,25,37,67.57,204,2,1,88.1,5.51,5.38,1,0,0.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
11,2000,6,2000-10-08,29-242,CHI,,NOR,L 10-31,,,,,,,,,,,,,,
12,2000,8,2000-10-22,29-256,CHI,@,PHI,L 9-13,,14,34,41.18,128,0,1,39.8,3.76,2.44,2,2,1.00,0
