
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
31,2009,6,2009-10-25,33-180,SDG,@,KAN,W 37-7,,0,0,,0,0,0,,,,3,-3,-1.00,0,0,0,0,,0,0,0
32,2009,11,2009-11-29,33-215,SDG,,KAN,W 43-14,,1,1,100.00,15,0,0,118.7,15.00,15.00,2,-2,-1.00,0,0,0,0,,0,0,0
33,2009,15,2009-12-25,33-241,SDG,@,TEN,W 42-17,,0,0,,0,0,0,,,,3,-3,-1.00,0,0,0,0,,0,0,0
34,2009,16,2010-01-03,33-250,SDG,,WAS,W 23-20,,19,30,63.33,216,1,1,82.1,7.20,6.37,1,-1,-1.00,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
35,2010,2,2010-09-19,34-144,SDG,,JAX,W 38-13,,0,0,,0,0,0,,,,1,-1,-1.00,0,0,0,0,,0,0,0
36,2010,4,2010-10-03,34-158,SDG,,ARI,W 41-10,,1,1,100.00,8,0,0,100.0,8.00,8.00,2,-2,-1.00,0,0,0,0,,0,0,0
37,2010,14,2010-12-16,34-232,SDG,,SFO,W 34-7,,0,0,,0,0,0,,,,3,-2,-0.67,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
38,2011,12,2011-12-05,35-221,SDG,@,JAX,W 38-14,,0,0,,0,0,0,,,,3,-3,-1.00,0,0,0,0,,0,0,0
39,2011,13,2011-12-11,35-227,SDG,,BUF,W 37-10,,0,0,,0,0,0,,,,2,-2,-1.00,0,0,0,0,,0,0,0
,,,39 Games,,,,,23-16-0,,337,561,60.07,3754,27,15,84.9,6.69,6.45,57,28,0.49,2,1,1,0,0.00,0,2,12
