
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,23-279,CHI,@,PHI,W 35-3,,5,11,45.45,51,0,0,59.3,4.64,4.64,1,28,28.00,0
2,1987,4,1987-10-11,23-286,CHI,,MIN,W 27-7,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
3,1987,5,1987-10-18,23-293,CHI,,NOR,L 17-19,,3,11,27.27,28,0,1,1.7,2.55,-1.55,0,0,,0
,,,3 Games,,,,,2-1-0,,8,23,34.78,79,0,1,27.3,3.43,1.48,1,28,28.00,0
