
12,1983,4,1983-09-25,24-035,CHI,@,BAL,L 19-22,*,8,20,40.00,89,0,0,54.0,4.45,4.45,2,21,10.50,0,,0,0,,0,0,0,0,0,,0
13,1983,5,1983-10-02,24-042,CHI,,DEN,W 31-14,*,15,23,65.22,174,1,3,62.9,7.57,2.57,2,28,14.00,0,,0,0,,0,0,0,0,0,,0
14,1983,6,1983-10-09,24-049,CHI,,MIN,L 14-23,*,4,11,36.36,35,0,2,6.1,3.18,-5.00,2,6,3.00,0,,0,0,,0,0,0,0,0,,0
15,1983,9,1983-10-30,24-070,CHI,,DET,L 17-38,,11,16,68.75,126,1,0,113.0,7.88,9.13,3,22,7.33,0,,0,0,,0,0,0,0,0,,0
16,1983,10,1983-11-06,24-077,CHI,@,RAM,L 14-21,*,19,29,65.52,178,0,1,67.9,6.14,4.59,5,29,5.80,1,,1,18,18.00,1,2,12,0,0,,0
17,1983,11,1983-11-13,24-084,CHI,,PHI,W 17-14,*,10,16,62.50,140,2,0,130.2,8.75,11.25,5,43,8.60,0,,0,0,,0,0,0,0,0,,0
18,1983,12,1983-11-20,24-091,CHI,@,TAM,W 27-0,*,8,12,66.67,79,0,0,85.1,6.58,6.58,7,22,3.14,0,,0,0,,0,0,0,0,0,,0
19,1983,13,1983-11-27,24-098,CHI,,SFO,W 13-3,*,11,19,57.89,159,1,0,102.7,8.37,9.42,9,74,8.22,0,,0,0,,0,0,0,0,0,,0
20,1983,14,1983-12-04,24-105,CHI,@,GNB,L 28-31,*,20,38,52.63,298,1,1,76.4,7.84,7.18,4,14,3.50,0,,0,0,,0,0,0,0,0,,0
21,1983,15,1983-12-11,24-112,CHI,@,MIN,W 19-13,*,8,16,50.00,32,1,0,77.1,2.00,3.25,3,4,1.33,0,,0,0,,0,0,0,0,0,,0
22,1983,16,1983-12-18,24-119,CHI,,GNB,W 23-21,*,14,25,56.00,162,2,2,69.1,6.48,4.48,8,17,2.13,1,,0,0,,0,1,6,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
23,1984,1,1984-09-02,25-012,CHI,,TAM,W 34-14,*,16,22,72.73,138,1,1,85.0,6.27,5.14,3,21,7.00,1,,0,0,,0,1,6,0,0,,0
24,1984,2,1984-09-09,25-019,CHI,,DEN,W 27-0,*,5,8,62.50,93,1,0,142.2,11.63,14.13,2,8,4.00,0,,0,0,,0,0,0,0,0,,0
25,1984,3,1984-09-16,25-026,CHI,@,GNB,W 9-7,*,4,7,57.14,39,0,0,72.9,5.57,5.57,4,44,11.00,0,,0,0,,0,0,0,0,0,,0
26,1984,5,1984-09-30,25-040,CHI,,DAL,L 14-23,*,6,14,42.86,79,0,0,61.3,5.64,5.64,5,45,9.00,1,,0,0,,0,1,6,0,0,,0
27,1984,6,1984-10-07,25-047,CHI,,NOR,W 20-7,*,10,14,71.43,128,1,0,123.5,9.14,10.57,4,25,6.25,0,,0,0,,0,0,0,0,0,,0
28,1984,7,1984-10-14,25-054,CHI,@,STL,L 21-38,*,13,23,56.52,202,1,0,100.3,8.78,9.65,6,60,10.00,0,,0,0,,0,0,0,0,0,,0
29,1984,8,1984-10-21,25-061,CHI,@,TAM,W 44-9,*,12,18,66.67,219,3,0,147.9,12.17,15.50,6,24,4.00,0,,1,42,42.00,0,0,0,0,0,,0
30,1984,9,1984-10-28,25-068,CHI,,MIN,W 16-7,*,16,26,61.54,180,1,0,95.0,6.92,7.69,6,39,6.50,0,,0,0,,0,0,0,0,0,,0
31,1984,10,1984-11-04,25-075,CHI,,RAI,W 17-6,*,3,11,27.27,68,0,1,15.0,6.18,2.09,3,10,3.33,0,,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
32,1985,1,1985-09-08,26-018,CHI,,TAM,W 38-28,*,23,34,67.65,274,2,1,99.4,8.06,7.91,4,18,4.50,2,,0,0,,0,2,12,0,0,,0
33,1985,2,1985-09-15,26-025,CHI,,NWE,W 20-7,*,13,21,61.90,232,1,1,95.7,11.05,9.86,3,8,2.67,0,,0,0,,0,0,0,0,0,,0
34,1985,3,1985-09-19,26-029,CHI,@,MIN,W 33-24,,8,15,53.33,236,3,0,138.2,15.73,19.73,4,18,4.50,0,,0,0,,0,0,0,0,0,,0
35,1985,4,1985-09-29,26-039,CHI,,WAS,W 45-10,*,13,19,68.42,160,3,1,111.8,8.42,9.21,3,36,12.00,0,,1,13,13.00,1,1,6,0,0,,0
36,1985,5,1985-10-06,26-046,CHI,@,TAM,W 27-19,*,22,34,64.71,292,1,2,77.1,8.59,6.53,8,46,5.75,0,,0,0,,0,0,0,0,0,,0
37,1985,6,1985-10-13,26-053,CHI,@,SFO,W 26-10,*,18,31,58.06,186,0,1,62.0,6.00,4.55,4,24,6.00,0,,0,0,,0,0,0,0,0,,0
38,1985,7,1985-10-21,26-061,CHI,,GNB,W 23-7,*,12,26,46.15,144,0,0,63.6,5.54,5.54,4,27,6.75,0,,0,0,,0,0,0,0,0,,0
39,1985,8,1985-10-27,26-067,CHI,,MIN,W 27-9,*,18,31,58.06,181,2,1,82.9,5.84,5.68,1,8,8.00,0,,0,0,,0,0,0,0,0,,0
40,1985,9,1985-11-03,26-074,CHI,@,GNB,W 16-10,*,9,20,45.00,91,1,0,75.2,4.55,5.55,4,-10,-2.50,0,,0,0,,0,0,0,0,0,,0
41,1985,13,1985-12-02,26-103,CHI,@,MIA,L 24-38,,3,6,50.00,42,0,1,33.3,7.00,-0.50,1,8,8.00,0,,0,0,,0,0,0,0,0,,0
42,1985,14,1985-12-08,26-109,CHI,,IND,W 17-10,*,11,23,47.83,145,0,0,68.2,6.30,6.30,5,36,7.20,0,,0,0,,0,0,0,0,0,,0
43,1985,15,1985-12-14,26-115,CHI,@,NYJ,W 19-6,*,15,31,48.39,215,1,1,68.6,6.94,6.13,3,18,6.00,0,,0,0,,0,0,0,0,0,,0
44,1985,16,1985-12-22,26-123,CHI,@,DET,W 37-17,*,13,22,59.09,194,1,2,65.3,8.82,5.64,3,15,5.00,1,,0,0,,0,1,6,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
45,1986,1,1986-09-07,27-017,CHI,,CLE,W 41-31,*,10,20,50.00,135,1,0,88.5,6.75,7.75,4,34,8.50,0,,0,0,,0,0,0,0,0,,0
46,1986,4,1986-09-28,27-038,CHI,@,CIN,W 44-7,*,13,22,59.09,211,3,1,111.9,9.59,10.27,1,1,1.00,1,,0,0,,0,1,6,0,0,,0
47,1986,5,1986-10-05,27-045,CHI,,MIN,W 23-0,*,12,19,63.16,204,1,1,95.1,10.74,9.42,5,25,5.00,0,,0,0,,0,0,0,0,0,,0
48,1986,6,1986-10-12,27-052,CHI,@,HOU,W 20-7,*,13,33,39.39,209,0,1,48.7,6.33,4.97,2,2,1.00,0,,0,0,,0,0,0,0,0,,0
49,1986,8,1986-10-26,27-066,CHI,,DET,W 13-7,*,17,24,70.83,141,0,2,50.9,5.88,2.13,4,26,6.50,0,,0,0,,0,0,0,0,0,,0
50,1986,12,1986-11-23,27-094,CHI,,GNB,W 12-10,*,12,32,37.50,95,0,3,6.8,2.97,-1.25,6,64,10.67,0,,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
51,1987,6,1987-10-25,28-065,CHI,@,TAM,W 27-26,,17,24,70.83,195,1,1,91.5,8.13,7.08,2,9,4.50,1,,0,0,,0,1,6,0,0,,0
52,1987,7,1987-11-01,28-072,CHI,,KAN,W 31-28,*,23,34,67.65,287,3,1,110.8,8.44,8.88,5,6,1.20,0,,0,0,,0,0,0,0,0,,0
53,1987,8,1987-11-08,28-079,CHI,@,GNB,W 26-24,*,21,42,50.00,259,1,2,57.5,6.17,4.50,1,13,13.00,0,,0,0,,0,0,0,0,0,,0
54,1987,9,1987-11-16,28-087,CHI,@,DEN,L 29-31,*,21,34,61.76,311,3,1,108.8,9.15,9.59,2,3,1.50,1,,0,0,,0,1,6,0,0,,0
55,1987,10,1987-11-22,28-093,CHI,,DET,W 30-10,*,16,27,59.26,206,1,1,80.2,7.63,6.70,1,1,1.00,0,,0,0,,0,0,0,0,0,,0
56,1987,11,1987-11-29,28-100,CHI,,GNB,W 23-10,*,16,27,59.26,195,1,1,78.5,7.22,6.30,6,24,4.00,0,,0,0,,0,0,0,0,0,,0
57,1987,12,1987-12-06,28-107,CHI,@,MIN,W 30-24,*,11,22,50.00,186,2,1,90.3,8.45,8.23,5,32,6.40,0,,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
58,1988,1,1988-09-04,29-014,CHI,,MIA,W 34-7,*,14,23,60.87,172,0,0,84.0,7.48,7.48,3,10,3.33,2,,0,0,,0,2,12,0,0,,0
59,1988,2,1988-09-11,29-021,CHI,@,IND,W 17-13,*,19,31,61.29,186,1,1,75.5,6.00,5.19,1,2,2.00,0,,0,0,,0,0,0,0,0,,0
60,1988,3,1988-09-18,29-028,CHI,,MIN,L 7-31,*,9,15,60.00,116,1,1,78.8,7.73,6.07,1,0,0.00,0,,0,0,,0,0,0,0,0,,0
61,1988,4,1988-09-25,29-035,CHI,@,GNB,W 24-6,*,10,18,55.56,114,0,2,35.2,6.33,1.33,5,18,3.60,0,,0,0,,0,0,0,0,0,,0
62,1988,5,1988-10-02,29-042,CHI,,BUF,W 24-3,*,20,27,74.07,260,2,1,113.2,9.63,9.44,3,24,8.00,0,,0,0,,0,0,0,0,0,,0
63,1988,6,1988-10-09,29-049,CHI,@,DET,W 24-7,*,8,11,72.73,78,1,0,122.5,7.09,8.91,0,0,,0,,0,0,,0,0,0,0,0,,0
64,1988,7,1988-10-16,29-056,CHI,,DAL,W 17-7,*,22,39,56.41,284,1,0,88.0,7.28,7.79,4,22,5.50,0,,0,0,,0,0,0,0,0,,0
65,1988,8,1988-10-24,29-064,CHI,,SFO,W 10-9,*,10,22,45.45,132,0,1,46.0,6.00,3.95,8,27,3.38,1,,0,0,,0,1,6,0,0,,0
66,1988,9,1988-10-30,29-070,CHI,@,NWE,L 7-30,*,2,6,33.33,4,0,1,2.8,0.67,-6.83,1,1,1.00,1,,0,0,,0,1,6,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
67,1989,1,1989-09-10,30-020,SDG,@,RAI,L 14-40,*,7,18,38.89,91,0,0,55.6,5.06,5.06,5,22,4.40,0,,0,0,,0,0,0,0,0,,0
68,1989,2,1989-09-17,30-027,SDG,,HOU,L 27-34,*,27,45,60.00,389,2,3,75.1,8.64,6.53,1,10,10.00,0,,0,0,,0,0,0,0,0,,0
69,1989,3,1989-09-24,30-034,SDG,,KAN,W 21-6,*,11,18,61.11,96,1,0,93.7,5.33,6.44,3,3,1.00,0,,0,0,,0,0,0,0,0,,0
70,1989,4,1989-10-01,30-041,SDG,@,PHO,W 24-13,*,15,23,65.22,188,1,0,105.0,8.17,9.04,4,22,5.50,0,,0,0,,0,0,0,0,0,,0
71,1989,5,1989-10-08,30-048,SDG,@,DEN,L 10-16,*,10,19,52.63,116,0,1,49.5,6.11,3.74,2,6,3.00,0,,0,0,,0,0,0,0,0,,0
72,1989,6,1989-10-15,30-055,SDG,,SEA,L 16-17,*,25,39,64.10,286,1,2,73.2,7.33,5.54,2,16,8.00,0,,0,0,,0,0,0,0,0,,0
73,1989,7,1989-10-22,30-062,SDG,,NYG,L 13-20,*,12,27,44.44,133,0,1,44.2,4.93,3.26,2,18,9.00,0,,0,0,,0,0,0,0,0,,0
74,1989,8,1989-10-29,30-069,SDG,@,SEA,L 7-10,,9,12,75.00,82,1,0,120.8,6.83,8.50,0,0,,0,,1,4,4.00,0,0,0,0,0,,0
75,1989,9,1989-11-05,30-076,SDG,,PHI,W 20-17,*,14,29,48.28,264,2,1,88.9,9.10,8.93,2,6,3.00,0,,0,0,,0,0,0,0,0,,0
76,1989,10,1989-11-12,30-083,SDG,,RAI,W 14-12,*,9,20,45.00,88,0,1,37.1,4.40,2.15,5,21,4.20,0,,0,0,,0,0,0,0,0,,0
77,1989,11,1989-11-19,30-090,SDG,@,PIT,L 17-20,*,19,36,52.78,226,2,1,79.2,6.28,6.14,1,0,0.00,0,,0,0,,0,0,0,0,0,,0
78,1989,12,1989-11-26,30-097,SDG,@,IND,L 6-10,*,18,32,56.25,173,0,0,71.5,5.41,5.41,2,17,8.50,0,,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
79,1990,8,1990-11-04,31-075,PHI,,NWE,W 48-20,,0,0,,0,0,0,,,,0,0,,0,,,,,,,,,,,
80,1990,9,1990-11-12,31-083,PHI,,WAS,W 28-14,,0,0,,0,0,0,,,,1,-1,-1.00,0,,0,0,,0,0,0,0,0,,0
81,1990,14,1990-12-16,31-117,PHI,,GNB,W 31-0,,1,1,100.00,8,0,0,100.0,8.00,8.00,0,0,,0,,0,0,,0,0,0,0,0,,0
82,1990,15,1990-12-23,31-124,PHI,,DAL,W 17-3,,0,0,,0,0,0,,,,1,3,3.00,0,,0,0,,0,0,0,0,0,,0
83,1990,16,1990-12-29,31-130,PHI,@,PHO,W 23-21,,5,8,62.50,55,0,0,82.8,6.88,6.88,1,-1,-1.00,0,,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
84,1991,1,1991-09-01,32-011,PHI,@,GNB,W 20-3,,17,25,68.00,257,2,2,94.9,10.28,8.28,4,7,1.75,0,,0,0,,0,0,0,0,0,,0
85,1991,2,1991-09-08,32-018,PHI,,PHO,L 10-26,*,19,34,55.88,173,0,0,69.9,5.09,5.09,2,14,7.00,0,,0,0,,0,0,0,0,0,,0
86,1991,3,1991-09-15,32-025,PHI,@,DAL,W 24-0,*,18,29,62.07,207,2,0,106.5,7.14,8.52,2,19,9.50,0,,1,-5,-5.00,0,0,0,0,0,,0
87,1991,4,1991-09-22,32-032,PHI,,PIT,W 23-14,*,22,31,70.97,286,0,1,86.2,9.23,7.77,3,-1,-0.33,1,,0,0,,0,1,6,0,0,,0
88,1991,5,1991-09-30,32-040,PHI,@,WAS,L 0-23,*,4,6,66.67,32,0,0,79.9,5.33,5.33,1,5,5.00,0,,0,0,,0,0,0,0,0,,0
89,1991,8,1991-10-27,32-067,PHI,,SFO,L 7-23,*,19,28,67.86,222,1,2,73.8,7.93,5.43,2,1,0.50,0,,0,0,,0,0,0,0,0,,0
90,1991,9,1991-11-04,32-075,PHI,,NYG,W 30-7,*,16,26,61.54,229,1,0,102.9,8.81,9.58,2,14,7.00,0,,0,0,,0,0,0,0,0,,0
91,1991,10,1991-11-10,32-081,PHI,@,CLE,W 32-30,*,26,43,60.47,341,3,1,99.1,7.93,8.28,1,-1,-1.00,0,,0,0,,0,0,0,0,0,,0
92,1991,11,1991-11-17,32-088,PHI,,CIN,W 17-10,*,18,33,54.55,195,1,1,69.6,5.91,5.15,2,-2,-1.00,0,,0,0,,0,0,0,0,0,,0
93,1991,12,1991-11-24,32-095,PHI,@,PHO,W 34-14,*,10,25,40.00,162,2,3,49.5,6.48,2.68,2,-1,-0.50,0,,0,0,,0,0,0,0,0,,0
94,1991,13,1991-12-02,32-103,PHI,@,HOU,W 13-6,*,12,20,60.00,84,0,1,48.7,4.20,1.95,0,0,,0,,0,0,,0,0,0,0,0,,0
95,1991,14,1991-12-08,32-109,PHI,@,NYG,W 19-14,*,6,11,54.55,51,0,0,66.9,4.64,4.64,1,0,0.00,0,,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
96,1992,8,1992-11-01,33-072,PHI,@,DAL,L 10-20,,10,19,52.63,122,0,1,50.8,6.42,4.05,2,21,10.50,0,,0,0,,0,0,0,0,0,,0
97,1992,9,1992-11-08,33-079,PHI,,RAI,W 31-10,*,12,24,50.00,157,1,1,67.5,6.54,5.50,2,4,2.00,0,,0,0,,0,0,0,0,0,,0
98,1992,14,1992-12-13,33-114,PHI,@,SEA,W 20-17,,0,0,,0,0,0,,,,0,0,,0,,,,,,,,,,,
99,1992,16,1992-12-27,33-128,PHI,,NYG,W 20-10,,0,0,,0,0,0,,,,2,-2,-1.00,0,,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
100,1993,1,1993-09-05,34-015,MIN,@,RAI,L 7-24,*,15,27,55.56,161,0,2,42.4,5.96,2.63,2,25,12.50,0,,0,0,,0,0,0,0,0,,0
101,1993,2,1993-09-12,34-022,MIN,,CHI,W 10-7,*,23,29,79.31,173,1,0,103.0,5.97,6.66,2,-2,-1.00,0,,0,0,,0,0,0,0,0,,0
102,1993,3,1993-09-26,34-036,MIN,,GNB,W 15-13,*,18,35,51.43,217,0,0,70.8,6.20,6.20,6,31,5.17,0,,0,0,,0,0,0,0,0,,0
103,1993,4,1993-10-03,34-043,MIN,@,SFO,L 19-38,*,25,45,55.56,223,2,1,74.6,4.96,4.84,3,6,2.00,0,,0,0,,0,0,0,0,0,,0
104,1993,5,1993-10-10,34-050,MIN,,TAM,W 15-0,*,15,25,60.00,157,0,1,61.6,6.28,4.48,1,1,1.00,0,,0,0,,0,0,0,0,0,,0
105,1993,6,1993-10-25,34-065,MIN,@,CHI,W 19-12,*,14,27,51.85,90,0,1,43.7,3.33,1.67,2,9,4.50,0,,0,0,,0,0,0,0,0,,0
106,1993,7,1993-10-31,34-071,MIN,,DET,L 27-30,*,4,5,80.00,33,0,0,94.2,6.60,6.60,0,0,,0,,0,0,,0,0,0,0,0,,0
107,1993,12,1993-12-05,34-106,MIN,@,DET,W 13-0,*,15,32,46.88,145,0,0,60.0,4.53,4.53,2,-2,-1.00,0,,0,0,,0,0,0,0,0,,0
108,1993,13,1993-12-12,34-113,MIN,,DAL,L 20-37,*,13,18,72.22,117,0,1,66.2,6.50,4.00,2,10,5.00,0,,0,0,,0,0,0,0,0,,0
109,1993,14,1993-12-19,34-120,MIN,@,GNB,W 21-17,*,22,31,70.97,207,3,0,121.3,6.68,8.61,5,15,3.00,0,,0,0,,0,0,0,0,0,,0
110,1993,15,1993-12-26,34-127,MIN,,KAN,W 30-10,*,17,25,68.00,219,2,1,105.2,8.76,8.56,3,5,1.67,0,,0,0,,0,0,0,0,0,,0
111,1993,16,1993-12-31,34-132,MIN,@,WAS,W 14-9,*,19,32,59.38,226,1,1,78.4,7.06,6.28,5,-2,-0.40,0,,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
112,1994,2,1994-09-11,35-021,ARI,,NYG,L 17-20,,4,5,80.00,50,1,1,108.3,10.00,5.00,2,1,0.50,0,0,0,0,,0,0,0,0,0,,0
113,1994,3,1994-09-18,35-028,ARI,@,CLE,L 0-32,*,19,38,50.00,169,0,2,40.4,4.45,2.08,4,31,7.75,0,0,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
114,1995,16,1995-12-24,36-125,GNB,,PIT,W 24-19,,1,1,100.00,6,0,0,91.7,6.00,6.00,0,0,,0,0,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
