
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1967,6,1967-10-08,23-199,DEN,,BUF,L 16-17,*,9,17,52.94,114,1,0,93.7,6.71,7.88,5,8,1.60,0,0,0
2,1967,8,1967-10-29,23-220,DEN,@,KAN,L 9-52,,7,15,46.67,103,0,1,41.8,6.87,3.87,1,-1,-1.00,0,0,0
3,1967,9,1967-11-05,23-227,DEN,,OAK,L 17-21,,2,6,33.33,50,0,0,64.6,8.33,8.33,1,1,1.00,1,1,6
4,1967,10,1967-11-12,23-234,DEN,,HOU,L 18-20,*,1,7,14.29,8,0,0,39.6,1.14,1.14,1,-2,-2.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
5,1968,1,1968-09-15,24-176,DEN,@,CIN,L 10-24,,6,12,50.00,82,1,0,100.0,6.83,8.50,2,12,6.00,0,0,0
6,1968,2,1968-09-22,24-183,DEN,@,KAN,L 2-34,*,16,25,64.00,227,0,3,53.7,9.08,3.68,6,12,2.00,0,0,0
7,1968,3,1968-09-29,24-190,DEN,,BOS,L 17-20,*,5,17,29.41,92,0,2,10.0,5.41,0.12,4,16,4.00,0,0,0
,,,7 Games,,,,,0-7-0,,46,99,46.46,676,2,6,50.7,6.83,4.51,20,46,2.30,1,1,6
