
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1977,1,1977-09-18,22-096,CHI,,DET,W 30-20,,0,0,,0,0,0,,,,0,0,,0,4,84,21.00,0,0,0
2,1977,2,1977-09-25,22-103,CHI,@,STL,L 13-16,,0,0,,0,0,0,,,,0,0,,0,4,79,19.75,0,0,0
3,1977,3,1977-10-02,22-110,CHI,,NOR,L 24-42,,0,0,,0,0,0,,,,0,0,,0,2,58,29.00,0,0,0
4,1977,10,1977-11-20,22-159,CHI,,MIN,W 10-7,,0,0,,0,0,0,,,,0,0,,0,1,5,5.00,0,0,0
5,1977,11,1977-11-24,22-163,CHI,@,DET,W 31-14,,0,0,,0,0,0,,,,0,0,,0,2,27,13.50,0,0,0
6,1977,13,1977-12-11,22-180,CHI,,GNB,W 21-10,,0,0,,0,0,0,,,,1,0,0.00,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
7,1978,12,1978-11-19,23-158,CHI,,ATL,W 13-7,,0,0,,0,0,0,,,,3,17,5.67,0,0,0,,0,0,0
8,1978,13,1978-11-26,23-165,CHI,,TAM,W 14-3,,0,1,0.00,0,0,0,39.6,0.00,0.00,2,3,1.50,0,0,0,,0,0,0
9,1978,14,1978-12-04,23-173,CHI,@,SDG,L 7-40,,1,2,50.00,38,0,1,56.2,19.00,-3.50,1,3,3.00,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
10,1979,2,1979-09-09,24-087,CHI,,MIN,W 26-7,,4,7,57.14,88,1,0,141.4,12.57,15.43,0,0,,0,0,0,,0,0,0
11,1979,3,1979-09-16,24-094,CHI,@,DAL,L 20-24,*,5,16,31.25,155,2,1,82.0,9.69,9.38,2,23,11.50,1,0,0,,0,1,6
12,1979,4,1979-09-23,24-101,CHI,@,MIA,L 16-31,*,11,17,64.71,92,0,2,39.0,5.41,0.12,6,32,5.33,0,0,0,,0,0,0
13,1979,5,1979-09-30,24-108,CHI,,TAM,L 13-17,*,12,23,52.17,173,1,2,55.2,7.52,4.48,4,17,4.25,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
14,1980,3,1980-09-21,25-099,CHI,,MIN,L 14-34,,14,34,41.18,204,1,1,58.9,6.00,5.26,4,33,8.25,1,0,0,,0,1,6
15,1980,4,1980-09-28,25-106,CHI,@,PIT,L 3-38,,2,7,28.57,24,0,3,1.8,3.43,-15.86,1,7,7.00,0,0,0,,0,0,0
16,1980,6,1980-10-12,25-120,CHI,@,MIN,L 7-13,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,0,0
17,1980,7,1980-10-19,25-127,CHI,,DET,W 24-7,*,5,8,62.50,172,1,1,106.2,21.50,18.38,5,15,3.00,1,0,0,,0,1,6
18,1980,8,1980-10-26,25-134,CHI,@,PHI,L 14-17,*,10,18,55.56,113,0,2,35.0,6.28,1.28,8,23,2.88,1,0,0,,0,1,6
19,1980,9,1980-11-03,25-142,CHI,@,CLE,L 21-27,*,18,33,54.55,201,2,1,80.5,6.09,5.94,6,46,7.67,1,0,0,,0,1,6
20,1980,10,1980-11-09,25-148,CHI,,WAS,W 35-21,*,11,18,61.11,210,3,1,118.1,11.67,12.50,7,6,0.86,0,0,0,,0,0,0
21,1980,11,1980-11-16,25-155,CHI,,HOU,L 6-10,*,12,23,52.17,165,0,1,57.3,7.17,5.22,4,80,20.00,0,0,0,,0,0,0
22,1980,12,1980-11-23,25-162,CHI,@,ATL,L 17-28,*,19,33,57.58,184,0,0,73.3,5.58,5.58,7,40,5.71,1,0,0,,0,1,6
23,1980,13,1980-11-27,25-166,CHI,@,DET,W 23-17,*,11,22,50.00,167,1,0,90.5,7.59,8.50,4,27,6.75,1,0,0,,0,1,6
24,1980,14,1980-12-07,25-176,CHI,,GNB,W 61-7,*,18,22,81.82,316,3,0,158.3,14.36,17.09,4,8,2.00,0,0,0,,0,0,0
25,1980,15,1980-12-14,25-183,CHI,,CIN,L 14-17,*,13,28,46.43,132,0,4,20.8,4.71,-1.71,4,11,2.75,0,0,0,,0,0,0
26,1980,16,1980-12-20,25-189,CHI,@,TAM,W 14-13,*,15,31,48.39,151,0,2,35.8,4.87,1.97,6,10,1.67,2,0,0,,0,2,12
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
27,1981,1,1981-09-06,26-084,CHI,,GNB,L 9-16,*,17,35,48.57,185,0,0,64.6,5.29,5.29,2,4,2.00,0,0,0,,0,0,0
28,1981,2,1981-09-13,26-091,CHI,@,SFO,L 17-28,*,19,33,57.58,216,1,1,74.8,6.55,5.79,2,7,3.50,0,0,0,,0,0,0
29,1981,3,1981-09-20,26-098,CHI,,TAM,W 28-17,*,13,23,56.52,126,1,1,68.4,5.48,4.39,3,9,3.00,1,0,0,,0,1,6
30,1981,4,1981-09-28,26-106,CHI,,RAM,L 7-24,*,1,8,12.50,3,0,0,39.6,0.38,0.38,0,0,,0,0,0,,0,0,0
31,1981,5,1981-10-04,26-112,CHI,@,MIN,L 21-24,*,26,43,60.47,307,2,1,88.0,7.14,7.02,5,23,4.60,1,0,0,,0,1,6
32,1981,6,1981-10-11,26-119,CHI,,WAS,L 7-24,*,8,37,21.62,131,0,4,2.3,3.54,-1.32,1,1,1.00,0,0,0,,0,0,0
33,1981,7,1981-10-19,26-127,CHI,@,DET,L 17-48,*,18,31,58.06,298,1,1,87.8,9.61,8.81,2,3,1.50,0,0,0,,0,0,0
34,1981,8,1981-10-25,26-133,CHI,,SDG,W 20-17,*,17,39,43.59,219,0,0,61.8,5.62,5.62,3,24,8.00,0,0,0,,0,0,0
35,1981,9,1981-11-01,26-140,CHI,@,TAM,L 10-20,*,21,36,58.33,239,0,2,55.2,6.64,4.14,1,0,0.00,0,0,0,,0,0,0
36,1981,10,1981-11-08,26-147,CHI,@,KAN,W 16-13,*,7,30,23.33,77,1,0,50.7,2.57,3.23,5,10,2.00,0,0,0,,0,0,0
37,1981,11,1981-11-15,26-154,CHI,@,GNB,L 17-21,*,13,29,44.83,114,0,3,16.2,3.93,-0.72,4,31,7.75,0,0,0,,0,0,0
38,1981,12,1981-11-22,26-161,CHI,,DET,L 7-23,*,4,19,21.05,21,0,2,0.0,1.11,-3.63,0,0,,0,0,0,,0,0,0
39,1981,13,1981-11-26,26-165,CHI,@,DAL,L 9-10,*,6,18,33.33,60,0,1,20.6,3.33,0.83,4,9,2.25,1,0,0,,0,1,6
40,1981,14,1981-12-06,26-175,CHI,,MIN,W 10-9,*,0,3,0.00,0,0,1,0.0,0.00,-15.00,0,0,,0,0,0,,0,0,0
41,1981,15,1981-12-13,26-182,CHI,@,OAK,W 23-6,*,15,32,46.88,240,3,1,90.6,7.50,7.97,5,47,9.40,0,0,0,,0,0,0
42,1981,16,1981-12-20,26-189,CHI,,DEN,W 35-24,*,10,20,50.00,118,2,2,62.1,5.90,3.40,6,50,8.33,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
43,1982,1,1982-09-12,27-090,CHI,@,DET,L 10-17,,7,15,46.67,89,0,0,65.7,5.93,5.93,2,0,0.00,0,0,0,,0,0,0
44,1982,2,1982-09-19,27-097,CHI,,NOR,L 0-10,,2,4,50.00,16,0,2,20.8,4.00,-18.50,0,0,,0,0,0,,0,0,0
45,1982,4,1982-11-28,27-167,CHI,@,MIN,L 7-35,,3,9,33.33,20,0,2,2.8,2.22,-7.78,0,0,,0,0,0,,0,0,0
46,1982,7,1982-12-19,27-188,CHI,,STL,L 7-10,,0,0,,0,0,0,,,,0,0,,0,,,,,,
