
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,23-322,DAL,@,NYJ,W 38-24,*,6,14,42.86,139,3,1,89.0,9.93,11.00,3,3,1.00,0
2,1987,4,1987-10-11,23-329,DAL,,PHI,W 41-22,*,8,14,57.14,152,1,0,118.7,10.86,12.29,2,5,2.50,0
3,1987,5,1987-10-19,23-337,DAL,,WAS,L 7-13,,0,0,,0,0,0,,,,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
4,1988,10,1988-11-06,24-356,DAL,@,NYG,L 21-29,,19,37,51.35,189,3,0,93.2,5.11,6.73,1,9,9.00,0
5,1988,11,1988-11-13,24-363,DAL,,MIN,L 3-43,*,10,28,35.71,93,0,4,6.1,3.32,-3.11,3,10,3.33,0
6,1988,12,1988-11-20,25-004,DAL,,CIN,L 24-38,,4,13,30.77,32,0,1,8.2,2.46,-1.00,2,15,7.50,0
,,,6 Games,,,,,2-4-0,,47,106,44.34,605,7,6,61.2,5.71,4.48,11,42,3.82,0
