
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1977,3,1977-10-02,23-077,SEA,,DEN,L 13-24,*,20,29,68.97,165,1,1,80.4,5.69,4.83,1,0,0.00,0
2,1977,4,1977-10-09,23-084,SEA,@,NWE,L 0-31,*,5,23,21.74,71,0,4,0.4,3.09,-4.74,0,0,,0
3,1977,5,1977-10-16,23-091,SEA,,TAM,W 30-23,*,20,30,66.67,252,4,2,104.4,8.40,8.07,3,-4,-1.33,0
4,1977,6,1977-10-23,23-098,SEA,@,MIA,L 13-31,*,17,32,53.13,160,1,3,38.5,5.00,1.41,1,1,1.00,0
5,1977,7,1977-10-30,23-105,SEA,,BUF,W 56-17,,4,6,66.67,37,0,1,43.7,6.17,-1.33,0,0,,0
6,1977,8,1977-11-06,23-112,SEA,@,OAK,L 7-44,,1,2,50.00,8,0,0,60.4,4.00,4.00,0,0,,0
7,1977,10,1977-11-20,23-126,SEA,,HOU,L 10-22,,3,8,37.50,36,0,1,12.5,4.50,-1.13,1,4,4.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
8,1978,8,1978-10-22,24-097,SEA,,OAK,W 27-7,,3,6,50.00,40,0,0,71.5,6.67,6.67,0,0,,0
9,1978,9,1978-10-29,24-104,SEA,,DEN,L 17-20,,6,11,54.55,38,0,1,24.1,3.45,-0.64,2,10,5.00,0
10,1978,14,1978-12-03,24-139,SEA,,CLE,W 47-24,,2,3,66.67,16,0,0,79.9,5.33,5.33,0,0,,0
11,1978,15,1978-12-10,24-146,SEA,@,SDG,L 10-37,,0,2,0.00,0,0,1,0.0,0.00,-22.50,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
12,1979,13,1979-11-26,25-132,SEA,,NYJ,W 30-7,,2,8,25.00,28,0,0,41.7,3.50,3.50,1,0,0.00,0
,,,12 Games,,,,,5-7-0,,83,160,51.88,851,6,14,43.5,5.32,2.13,9,11,1.22,0
