
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1968,9,1968-11-03,23-303,CIN,,HOU,L 17-27,*,20,25,80.00,228,1,0,118.0,9.12,9.92,4,22,5.50,0,,1,5,5.00,0,0,0
2,1968,10,1968-11-10,23-310,CIN,,KAN,L 9-16,*,12,21,57.14,161,0,2,42.1,7.67,3.38,5,39,7.80,0,,0,0,,0,0,0
3,1968,11,1968-11-17,23-317,CIN,@,MIA,W 38-21,*,3,9,33.33,105,1,0,115.5,11.67,13.89,3,13,4.33,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
4,1969,3,1969-09-28,24-266,CIN,,KAN,W 24-19,,9,14,64.29,128,1,2,78.0,9.14,4.14,1,2,2.00,0,,0,0,,0,0,0
5,1969,4,1969-10-04,24-272,CIN,@,SDG,L 14-21,*,7,18,38.89,115,1,0,79.6,6.39,7.50,3,14,4.67,0,,0,0,,0,0,0
6,1969,5,1969-10-12,24-280,CIN,,NYJ,L 7-21,,10,22,45.45,191,1,1,72.3,8.68,7.55,0,0,,0,,0,0,,0,0,0
7,1969,6,1969-10-19,24-287,CIN,,DEN,L 23-30,*,15,27,55.56,202,3,1,101.2,7.48,8.04,1,8,8.00,0,,0,0,,0,0,0
8,1969,7,1969-10-26,24-294,CIN,@,KAN,L 22-42,*,11,21,52.38,154,1,0,92.2,7.33,8.29,3,32,10.67,0,,0,0,,0,0,0
9,1969,12,1969-11-30,24-329,CIN,@,BUF,L 13-16,,2,4,50.00,48,0,0,93.7,12.00,12.00,3,43,14.33,1,,0,0,,0,1,6
10,1969,13,1969-12-07,24-336,CIN,@,OAK,L 17-37,,0,2,0.00,0,0,0,39.6,0.00,0.00,1,8,8.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
11,1970,1,1970-09-20,25-258,CIN,,OAK,W 31-21,*,8,18,44.44,147,1,0,91.7,8.17,9.28,7,32,4.57,1,,0,0,,0,1,6
12,1970,2,1970-09-27,25-265,CIN,@,DET,L 3-38,*,3,7,42.86,51,0,1,28.6,7.29,0.86,2,7,3.50,0,,0,0,,0,0,0
13,1970,3,1970-10-04,25-272,CIN,,HOU,L 13-20,*,4,11,36.36,74,0,1,22.5,6.73,2.64,3,10,3.33,0,,0,0,,0,0,0
14,1970,12,1970-12-06,25-335,CIN,@,SDG,W 17-14,,1,1,100.00,7,0,0,95.8,7.00,7.00,0,0,,0,,0,0,,0,0,0
15,1970,13,1970-12-13,25-342,CIN,@,HOU,W 30-20,,3,6,50.00,41,0,0,72.2,6.83,6.83,1,6,6.00,0,,0,0,,0,0,0
16,1970,14,1970-12-20,25-349,CIN,,BOS,W 45-7,,7,14,50.00,91,2,0,110.4,6.50,9.36,6,63,10.50,1,,0,0,,0,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
17,1971,5,1971-10-17,26-285,WAS,,STL,W 20-0,,0,0,,0,0,0,,,,1,4,4.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
18,1974,11,1974-11-24,29-323,DET,,CHI,W 34-17,,0,1,0.00,0,0,1,0.0,0.00,-45.00,1,0,0.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
19,1976,2,1976-09-19,31-258,STL,,GNB,W 29-0,,1,1,100.00,5,0,0,87.5,5.00,5.00,0,0,,0,,0,0,,0,0,0
,,,19 Games,,,,,9-10-0,,116,222,52.25,1748,12,9,79.6,7.87,7.13,45,303,6.73,3,,1,5,5.00,0,3,18
