
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1996,2,1996-09-08,25-137,SFO,,STL,W 34-0,,0,0,,0,0,0,,,,3,-4,-1.33,0
2,1996,5,1996-10-06,25-165,SFO,@,STL,W 28-11,,2,4,50.00,13,0,0,57.3,3.25,3.25,4,12,3.00,0
3,1996,8,1996-10-27,25-186,SFO,@,HOU,W 10-9,,19,30,63.33,176,1,0,90.4,5.87,6.53,9,35,3.89,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
4,1997,1,1997-08-31,26-129,SFO,@,TAM,L 6-13,,10,13,76.92,99,0,0,97.9,7.62,7.62,0,0,,0
5,1997,6,1997-10-12,26-171,SFO,,STL,W 30-10,,0,0,,0,0,0,,,,2,8,4.00,0
6,1997,8,1997-10-26,26-185,SFO,@,NOR,W 23-0,,0,0,,0,0,0,,,,1,-1,-1.00,0
7,1997,13,1997-11-30,26-220,SFO,@,KAN,L 9-44,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0
8,1997,16,1997-12-21,26-241,SFO,@,SEA,L 9-38,,6,10,60.00,65,0,0,79.2,6.50,6.50,1,4,4.00,0
,,,8 Games,,,,,5-3-0,,37,58,63.79,353,1,1,79.2,6.09,5.66,20,54,2.70,0
