
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1991,5,1991-09-29,23-285,SEA,,IND,W 31-3,*,3,7,42.86,27,0,1,14.3,3.86,-2.57,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
2,1992,5,1992-10-04,24-291,SEA,@,SDG,L 6-17,,12,21,57.14,70,0,3,24.0,3.33,-3.10,1,11,11.00,0
3,1992,6,1992-10-11,24-298,SEA,@,DAL,L 0-27,*,5,9,55.56,46,0,0,69.7,5.11,5.11,2,2,1.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
4,1993,5,1993-10-03,25-289,SEA,,SDG,W 31-14,,1,2,50.00,17,1,0,118.7,8.50,18.50,1,-1,-1.00,0
5,1993,9,1993-11-07,25-324,SEA,@,HOU,L 14-24,,2,3,66.67,7,0,0,70.1,2.33,2.33,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
6,1994,2,1994-09-11,26-267,SEA,@,RAI,W 38-9,,0,0,,0,0,0,,,,1,0,0.00,0
7,1994,4,1994-09-25,26-281,SEA,,PIT,W 30-13,,0,0,,0,0,0,,,,0,0,,0
8,1994,12,1994-11-27,26-344,SEA,,KAN,W 10-9,,3,4,75.00,23,0,0,88.5,5.75,5.75,0,0,,0
9,1994,13,1994-12-04,26-351,SEA,,IND,L 19-31,,15,24,62.50,145,1,1,75.9,6.04,5.00,0,0,,0
10,1994,14,1994-12-11,26-358,SEA,@,HOU,W 16-14,*,8,17,47.06,95,0,0,64.6,5.59,5.59,4,0,0.00,0
11,1994,15,1994-12-18,27-000,SEA,,RAI,L 16-17,*,14,34,41.18,166,0,0,56.7,4.88,4.88,3,-6,-2.00,0
12,1994,16,1994-12-24,27-006,SEA,@,CLE,L 9-35,*,11,26,42.31,149,0,1,45.2,5.73,4.00,2,0,0.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
13,1995,6,1995-10-15,27-301,MIA,@,NOR,L 30-33,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
,,,13 Games,,,,,6-7-0,,74,148,50.00,745,2,6,52.3,5.03,3.48,14,6,0.43,0
