
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1991,7,1991-10-21,23-333,CIN,@,BUF,L 16-35,,0,0,,0,0,0,,,,0,0,,0,,
2,1991,8,1991-10-27,23-339,CIN,@,HOU,L 3-35,,3,9,33.33,40,0,0,48.4,4.44,4.44,0,0,,0,0,0
3,1991,11,1991-11-17,23-360,CIN,@,PHI,L 10-17,,7,10,70.00,67,0,1,48.7,6.70,2.20,2,21,10.50,0,0,0
4,1991,12,1991-11-24,24-002,CIN,,RAI,L 14-38,*,17,31,54.84,141,1,3,37.9,4.55,0.84,7,37,5.29,0,0,0
5,1991,13,1991-12-01,24-009,CIN,,NYG,W 27-24,,0,0,,0,0,0,,,,0,0,,0,,
6,1991,14,1991-12-09,24-017,CIN,@,MIA,L 13-37,,3,3,100.00,30,0,0,108.3,10.00,10.00,0,0,,0,0,0
7,1991,15,1991-12-15,24-023,CIN,@,PIT,L 10-17,,0,0,,0,0,0,,,,0,0,,0,,
8,1991,16,1991-12-22,24-030,CIN,,NWE,W 29-7,,2,2,100.00,32,0,0,118.7,16.00,16.00,3,8,2.67,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
9,1992,1,1992-09-06,24-289,CIN,@,SEA,W 21-3,,0,0,,0,0,0,,,,0,0,,0,,
10,1992,3,1992-09-20,24-303,CIN,@,GNB,L 23-24,,1,1,100.00,9,0,0,104.2,9.00,9.00,0,0,,0,0,0
11,1992,4,1992-09-27,24-310,CIN,,MIN,L 7-42,,1,4,25.00,4,0,0,39.6,1.00,1.00,2,14,7.00,0,0,0
