
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,2001,16,2002-01-06,24-235,PHI,@,TAM,W 17-13,,10,14,71.43,143,2,1,114.0,10.21,9.86,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
2,2002,11,2002-11-25,25-193,PHI,@,SFO,W 38-17,,3,3,100.00,17,1,0,129.9,5.67,12.33,2,-3,-1.50,0,0,0
3,2002,12,2002-12-01,25-199,PHI,,STL,W 10-3,*,14,30,46.67,181,0,0,66.1,6.03,6.03,2,3,1.50,0,0,0
4,2002,13,2002-12-08,25-206,PHI,@,SEA,W 27-20,*,21,35,60.00,190,2,1,81.8,5.43,5.29,3,0,0.00,0,0,0
5,2002,14,2002-12-15,25-213,PHI,,WAS,W 34-21,*,16,28,57.14,220,2,1,91.4,7.86,7.68,2,5,2.50,0,0,0
6,2002,15,2002-12-21,25-219,PHI,@,DAL,W 27-3,*,19,33,57.58,253,1,2,66.9,7.67,5.55,2,2,1.00,0,0,0
7,2002,16,2002-12-28,25-226,PHI,@,NYG,L 7-10,*,13,25,52.00,150,0,1,53.7,6.00,4.20,1,-1,-1.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
8,2004,1,2004-09-11,27-118,MIA,,TEN,L 7-17,,21,31,67.74,168,1,1,78.4,5.42,4.61,0,0,,0,0,0
