
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A
1,1997,10,1997-11-09,23-208,PIT,,BAL,W 37-0,0,0,,0,1,2,50.00,10,0,0,64.6,5.00,5.00
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A
2,1998,3,1998-09-21,24-159,DAL,@,NYG,W 31-7,2,-3,-1.50,0,0,0,,0,0,0,,,
3,1998,8,1998-11-02,24-201,DAL,@,PHI,W 34-0,2,-2,-1.00,0,1,1,100.00,10,0,0,108.3,10.00,10.00
4,1998,16,1998-12-27,24-256,DAL,,WAS,W 23-7,1,-1,-1.00,0,0,0,,0,0,0,,,
,,,4 Games,,,,,4-0-0,5,-6,-1.20,0,2,3,66.67,20,0,0,85.4,6.67,6.67
