
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1960,1,1960-09-11,23-174,OAK,,HOU,L 22-37,*,13,32,40.63,232,2,0,87.0,7.25,8.50,3,2,0.67,0,0,0
2,1960,2,1960-09-16,23-179,OAK,,DTX,L 16-34,*,6,13,46.15,45,0,2,15.4,3.46,-3.46,0,0,,0,0,0
3,1960,3,1960-09-25,23-188,OAK,@,HOU,W 14-13,,7,10,70.00,57,1,0,117.5,5.70,7.70,0,0,,0,0,0
4,1960,4,1960-10-02,23-195,OAK,@,DEN,L 14-31,,10,15,66.67,124,0,1,64.3,8.27,5.27,4,78,19.50,0,0,0
5,1960,5,1960-10-09,23-202,OAK,@,DTX,W 20-19,*,7,16,43.75,115,0,1,42.4,7.19,4.38,1,0,0.00,0,0,0
6,1960,6,1960-10-16,23-209,OAK,,BOS,W 27-14,*,14,24,58.33,161,2,3,66.8,6.71,2.75,2,8,4.00,0,0,0
7,1960,7,1960-10-23,23-216,OAK,@,BUF,L 9-38,*,7,14,50.00,42,0,1,26.5,3.00,-0.21,2,-4,-2.00,0,0,0
8,1960,8,1960-10-28,23-221,OAK,@,NYT,W 28-27,*,9,20,45.00,170,2,0,108.3,8.50,10.50,0,0,,0,0,0
9,1960,9,1960-11-04,23-228,OAK,@,BOS,L 28-34,*,3,7,42.86,45,0,1,25.0,6.43,0.00,1,8,8.00,1,1,6
10,1960,10,1960-11-13,23-237,OAK,,BUF,W 20-7,*,7,9,77.78,94,0,0,110.2,10.44,10.44,1,5,5.00,0,0,0
11,1960,11,1960-11-27,23-251,OAK,@,LAC,L 28-52,*,13,24,54.17,119,1,0,81.8,4.96,5.79,0,0,,0,0,0
12,1960,12,1960-12-04,23-258,OAK,,LAC,L 17-41,*,16,27,59.26,219,1,1,82.2,8.11,7.19,1,14,14.00,0,0,0
13,1960,13,1960-12-11,23-265,OAK,,NYT,L 28-31,*,15,27,55.56,170,3,2,80.8,6.30,5.19,0,0,,0,0,0
