
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,23-310,DAL,@,NYJ,W 38-24,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
2,1987,4,1987-10-11,23-317,DAL,,PHI,W 41-22,,4,8,50.00,44,0,0,66.7,5.50,5.50,2,0,0.00,0
,,,2 Games,,,,,2-0-0,,4,9,44.44,44,0,0,59.5,4.89,4.89,2,0,0.00,0
