
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2006,3,2006-10-01,23-237,KAN,,SFO,W 41-0,,0,0,,0,0,0,,,,3,-3,-1.00,0
2,2006,5,2006-10-15,23-251,KAN,@,PIT,L 7-45,,3,7,42.86,23,0,2,11.9,3.29,-9.57,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
3,2007,2,2007-09-16,24-222,KAN,@,CHI,L 10-20,,4,4,100.00,55,0,0,118.7,13.75,13.75,0,0,,0
4,2007,5,2007-10-07,24-243,KAN,,JAX,L 7-17,,6,13,46.15,83,1,0,92.8,6.38,7.92,0,0,,0
5,2007,7,2007-10-21,24-257,KAN,@,OAK,W 12-10,,0,0,,0,0,0,,,,0,0,,0
6,2007,9,2007-11-11,24-278,KAN,,DEN,L 11-27,,17,30,56.67,162,0,1,57.9,5.40,3.90,0,0,,0
7,2007,10,2007-11-18,24-285,KAN,@,IND,L 10-13,*,19,27,70.37,169,1,0,99.2,6.26,7.00,0,0,,0
8,2007,11,2007-11-25,24-292,KAN,,OAK,L 17-20,*,12,23,52.17,145,0,1,53.7,6.30,4.35,4,10,2.50,0
9,2007,13,2007-12-09,24-306,KAN,@,DEN,L 7-41,*,15,29,51.72,132,1,1,61.3,4.55,3.69,0,0,,0
10,2007,14,2007-12-16,24-313,KAN,,TEN,L 17-26,*,25,43,58.14,217,2,2,67.7,5.05,3.88,1,6,6.00,0
11,2007,15,2007-12-23,24-320,KAN,@,DET,L 20-25,*,9,12,75.00,69,0,1,53.8,5.75,2.00,0,0,,0
12,2007,16,2007-12-30,24-327,KAN,@,NYJ,L 10-13,*,20,43,46.51,195,1,0,67.5,4.53,5.00,2,2,1.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
13,2008,1,2008-09-07,25-214,KAN,@,NWE,L 10-17,*,11,19,57.89,88,0,0,69.6,4.63,4.63,0,0,,0
14,2008,6,2008-10-19,25-256,KAN,,TEN,L 10-34,*,9,10,90.00,63,0,0,92.9,6.30,6.30,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
15,2009,1,2009-09-13,26-219,KAN,@,BAL,L 24-38,*,16,24,66.67,177,2,0,116.1,7.38,9.04,0,0,,0
16,2009,11,2009-11-29,26-296,KAN,@,SDG,L 14-43,,1,2,50.00,3,0,0,56.2,1.50,1.50,0,0,,0
17,2009,12,2009-12-06,26-303,KAN,,DEN,L 13-44,,6,14,42.86,50,0,0,52.7,3.57,3.57,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
18,2010,13,2010-12-12,27-309,KAN,@,SDG,L 0-31,*,7,17,41.18,40,0,0,48.9,2.35,2.35,0,0,,0
19,2010,15,2010-12-26,27-323,KAN,,TEN,W 34-14,,1,2,50.00,-2,0,1,16.7,-1.00,-23.50,0,0,,0
,,,19 Games,,,,,3-16-0,,181,319,56.74,1669,8,9,67.8,5.23,4.46,10,15,1.50,0
