
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Pnt,Yds,Y/P,Blck
1,1962,2,1962-09-23,22-040,DTX,@,OAK,W 26-16,,0,0,,0,0,0,,,,0,0,,0,0,0,5,179,35.80,0
2,1962,3,1962-09-30,22-047,DTX,,BUF,W 41-21,,0,0,,0,0,0,,,,0,0,,0,0,0,4,88,22.00,1
3,1962,4,1962-10-07,22-054,DTX,@,SDG,L 28-32,,0,0,,0,0,0,,,,0,0,,0,0,0,6,237,39.50,0
4,1962,5,1962-10-12,22-059,DTX,@,BOS,W 27-7,,0,0,,0,0,0,,,,0,0,,0,0,0,5,206,41.20,0
5,1962,6,1962-10-21,22-068,DTX,,NYT,W 20-17,,0,0,,0,0,0,,,,0,0,,0,0,0,4,162,40.50,0
6,1962,7,1962-10-28,22-075,DTX,@,HOU,W 31-7,,3,4,75.00,21,0,0,86.5,5.25,5.25,1,5,5.00,0,0,0,3,87,29.00,0
7,1962,8,1962-11-04,22-082,DTX,,HOU,L 6-14,,0,0,,0,0,0,,,,0,0,,0,0,0,5,180,36.00,0
8,1962,9,1962-11-11,22-089,DTX,@,NYT,W 52-31,,0,0,,0,0,0,,,,0,0,,0,0,0,3,82,27.33,0
9,1962,10,1962-11-18,22-096,DTX,@,DEN,W 24-3,,0,0,,0,0,0,,,,0,0,,0,0,0,4,135,33.75,0
10,1962,11,1962-11-25,22-103,DTX,,OAK,W 35-7,,0,0,,0,0,0,,,,0,0,,0,0,0,2,95,47.50,0
11,1962,12,1962-12-02,22-110,DTX,@,BUF,L 14-23,,1,1,100.00,16,0,0,118.7,16.00,16.00,0,0,,0,0,0,5,155,31.00,0
12,1962,14,1962-12-16,22-124,DTX,,SDG,W 26-17,,2,6,33.33,28,0,0,49.3,4.67,4.67,0,0,,0,0,0,2,75,37.50,0
