
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1979,2,1979-09-09,22-317,NWE,,NYJ,W 56-3,,1,1,100.00,10,0,0,108.3,10.00,10.00,1,-2,-2.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
2,1980,5,1980-10-05,23-344,NWE,@,NYJ,W 21-11,,9,15,60.00,155,1,1,89.6,10.33,8.67,1,-5,-5.00,0,,0,0,,0,0,0
3,1980,6,1980-10-12,23-351,NWE,,MIA,W 34-0,,4,6,66.67,48,1,0,130.6,8.00,11.33,0,0,,0,,0,0,,0,0,0
4,1980,12,1980-11-23,24-027,NWE,,BAL,W 47-21,*,10,21,47.62,150,1,1,67.6,7.14,5.95,7,35,5.00,0,,0,0,,0,0,0
5,1980,14,1980-12-08,24-042,NWE,@,MIA,L 13-16,*,12,16,75.00,163,1,0,127.9,10.19,11.44,3,15,5.00,0,,0,0,,0,0,0
6,1980,15,1980-12-14,24-048,NWE,,BUF,W 24-2,*,12,19,63.16,136,2,2,80.0,7.16,4.53,6,44,7.33,0,,0,0,,0,0,0
7,1980,16,1980-12-21,24-055,NWE,@,NOR,W 38-27,*,16,28,57.14,233,3,1,105.2,8.32,8.86,2,8,4.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
8,1981,1,1981-09-06,24-314,NWE,,BAL,L 28-29,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,
9,1981,2,1981-09-13,24-321,NWE,@,PHI,L 3-13,,4,12,33.33,41,0,2,4.5,3.42,-4.08,2,16,8.00,0,,0,0,,0,0,0
10,1981,3,1981-09-21,24-329,NWE,,DAL,L 21-35,*,14,26,53.85,235,0,4,45.0,9.04,2.12,0,0,,0,,0,0,,0,0,0
11,1981,4,1981-09-27,24-335,NWE,@,PIT,L 21-27,*,22,42,52.38,325,1,1,76.0,7.74,7.14,3,17,5.67,1,,1,9,9.00,0,1,6
12,1981,5,1981-10-04,24-342,NWE,,KAN,W 33-17,*,10,19,52.63,162,1,2,59.4,8.53,4.84,4,20,5.00,1,,0,0,,0,1,6
13,1981,6,1981-10-11,24-349,NWE,@,NYJ,L 24-28,*,8,20,40.00,110,0,2,18.7,5.50,1.00,1,11,11.00,0,,0,0,,0,0,0
14,1981,7,1981-10-18,24-356,NWE,,HOU,W 38-10,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,
15,1981,8,1981-10-25,24-363,NWE,@,WAS,L 22-24,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,
16,1981,9,1981-11-01,25-005,NWE,@,OAK,L 17-27,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,
17,1981,10,1981-11-08,25-012,NWE,,MIA,L 27-30,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,
18,1981,11,1981-11-15,25-019,NWE,,NYJ,L 6-17,,5,15,33.33,48,0,0,43.2,3.20,3.20,0,0,,0,,0,0,,0,0,0
19,1981,12,1981-11-22,25-026,NWE,@,BUF,L 17-20,*,6,12,50.00,133,1,0,117.7,11.08,12.75,1,0,0.00,0,,0,0,,0,0,0
20,1981,13,1981-11-29,25-033,NWE,,STL,L 20-27,*,17,24,70.83,245,0,2,68.9,10.21,6.46,2,11,5.50,0,,0,0,,0,0,0
21,1981,14,1981-12-06,25-040,NWE,@,MIA,L 14-24,*,12,20,60.00,138,1,0,97.5,6.90,7.90,4,17,4.25,1,,0,0,,0,1,6
22,1981,15,1981-12-13,25-047,NWE,,BUF,L 10-19,*,6,13,46.15,51,0,0,56.9,3.92,3.92,0,0,,0,,0,0,,0,0,0
23,1981,16,1981-12-20,25-054,NWE,@,BAL,L 21-23,,11,16,68.75,145,1,0,118.0,9.06,10.31,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
24,1982,1,1982-09-12,25-320,NWE,@,BAL,W 24-13,*,7,16,43.75,103,2,1,78.9,6.44,6.13,0,0,,0,,0,0,,0,0,0
25,1982,2,1982-09-19,25-327,NWE,,NYJ,L 7-31,*,6,17,35.29,64,0,3,7.6,3.76,-4.18,0,0,,0,,0,0,,0,0,0
26,1982,3,1982-11-21,26-025,NWE,@,CLE,L 7-10,*,3,11,27.27,96,1,0,93.7,8.73,10.55,2,3,1.50,0,,0,0,,0,0,0
27,1982,6,1982-12-12,26-046,NWE,,MIA,W 3-0,,0,0,,0,0,0,,,,0,0,,0,,,,,,,
28,1982,7,1982-12-19,26-053,NWE,@,SEA,W 16-0,,0,0,,0,0,0,,,,0,0,,0,,,,,,,
29,1982,8,1982-12-26,26-060,NWE,@,PIT,L 14-37,,11,16,68.75,227,2,1,125.0,14.19,13.88,0,0,,0,,0,0,,0,0,0
30,1982,9,1983-01-02,26-067,NWE,,BUF,W 30-19,,0,0,,0,0,0,,,,0,0,,0,,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
31,1983,1,1983-09-03,26-311,SFO,,PHI,L 17-22,,,,,,,,,,,0,0,,0,,,,,,,
32,1983,2,1983-09-08,26-316,SFO,@,MIN,W 48-17,,,,,,,,,,,0,0,,0,,,,,,,
33,1983,3,1983-09-18,26-326,SFO,@,STL,W 42-27,,,,,,,,,,,0,0,,0,,,,,,,
34,1983,4,1983-09-25,26-333,SFO,,ATL,W 24-20,,,,,,,,,,,0,0,,0,,,,,,,
35,1983,5,1983-10-02,26-340,SFO,@,NWE,W 33-13,,0,0,,0,0,0,,,,1,8,8.00,0,,0,0,,0,0,0
