
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1980,5,1980-10-05,24-152,STL,@,NOR,W 40-7,,0,0,,0,0,0,,,,1,-3,-3.00,0
2,1980,6,1980-10-12,24-159,STL,,RAM,L 13-21,,1,4,25.00,5,0,0,39.6,1.25,1.25,1,3,3.00,0
3,1980,15,1980-12-14,24-222,STL,@,PHI,L 3-17,,4,15,26.67,44,0,1,11.8,2.93,-0.07,3,0,0.00,0
4,1980,16,1980-12-21,24-229,STL,,WAS,L 7-31,*,0,9,0.00,0,0,0,39.6,0.00,0.00,1,2,2.00,0
,,,4 Games,,,,,1-3-0,,5,28,17.86,49,0,1,24.7,1.75,0.14,6,2,0.33,0
