
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1960,1,1960-09-25,27-062,NYG,@,SFO,W 21-19,,4,6,66.67,110,1,0,149.3,18.33,21.67,7,14,2.00,0,0,0
2,1960,2,1960-10-02,27-069,NYG,@,STL,W 35-14,,15,22,68.18,240,4,1,125.0,10.91,12.50,0,0,,0,0,0
3,1960,3,1960-10-09,27-076,NYG,@,PIT,W 19-17,,9,20,45.00,143,1,2,46.5,7.15,3.65,1,-4,-4.00,0,0,0
4,1960,4,1960-10-16,27-083,NYG,,WAS,T 24-24,,10,22,45.45,124,1,0,78.6,5.64,6.55,0,0,,0,0,0
5,1960,5,1960-10-30,27-097,NYG,,STL,L 13-20,*,10,23,43.48,122,0,4,20.8,5.30,-2.52,1,0,0.00,0,0,0
6,1960,8,1960-11-20,27-118,NYG,,PHI,L 10-17,*,11,24,45.83,196,0,1,56.9,8.17,6.29,0,0,,0,0,0
7,1960,9,1960-11-27,27-125,NYG,@,PHI,L 23-31,*,9,19,47.37,179,2,4,76.3,9.42,2.05,3,-11,-3.67,0,0,0
8,1960,10,1960-12-04,27-132,NYG,,DAL,T 31-31,*,8,16,50.00,149,2,1,96.1,9.31,9.00,3,-11,-3.67,0,0,0
9,1960,12,1960-12-18,27-146,NYG,,CLE,L 34-48,,0,3,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
10,1961,1,1961-09-17,28-054,MIN,,CHI,W 37-13,*,2,3,66.67,22,0,0,88.2,7.33,7.33,3,1,0.33,0,0,0
11,1961,2,1961-09-24,28-061,MIN,@,DAL,L 7-21,,5,7,71.43,33,0,1,41.7,4.71,-1.71,0,0,,0,0,0
12,1961,3,1961-10-01,28-068,MIN,@,BAL,L 33-34,*,17,30,56.67,208,2,0,100.4,6.93,8.27,1,3,3.00,0,0,0
13,1961,4,1961-10-08,28-075,MIN,,DAL,L 0-28,*,2,5,40.00,14,0,1,8.3,2.80,-6.20,0,0,,0,0,0
14,1961,5,1961-10-15,28-082,MIN,,SFO,L 24-38,*,7,17,41.18,85,1,0,76.8,5.00,6.18,2,-6,-3.00,0,0,0
15,1961,6,1961-10-22,28-089,MIN,,GNB,L 7-33,,4,11,36.36,49,0,1,13.1,4.45,0.36,1,16,16.00,0,0,0
16,1961,7,1961-10-29,28-096,MIN,@,GNB,L 10-28,,9,18,50.00,119,1,1,66.7,6.61,5.22,3,25,8.33,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
17,1962,3,1962-09-21,29-058,DEN,@,BOS,L 16-41,,5,9,55.56,174,1,0,137.5,19.33,21.56,0,0,,0,0,0
18,1962,4,1962-09-30,29-067,DEN,@,NYT,W 32-10,,3,3,100.00,47,0,0,118.7,15.67,15.67,1,-4,-4.00,0,0,0
19,1962,5,1962-10-05,29-072,DEN,,OAK,W 44-7,*,9,25,36.00,137,0,4,15.3,5.48,-1.72,0,0,,0,0,0
20,1962,6,1962-10-14,29-081,DEN,@,OAK,W 23-6,,0,3,0.00,0,0,1,0.0,0.00,-15.00,0,0,,0,0,0
21,1962,8,1962-10-28,29-095,DEN,,BUF,L 38-45,,2,3,66.67,32,0,0,102.1,10.67,10.67,0,0,,0,0,0
22,1962,9,1962-11-04,29-102,DEN,@,SDG,W 23-20,,1,3,33.33,16,0,1,12.5,5.33,-9.67,0,0,,0,0,0
23,1962,10,1962-11-11,29-109,DEN,,BOS,L 29-33,,6,10,60.00,124,1,1,97.5,12.40,9.90,1,2,2.00,1,1,6
24,1962,11,1962-11-18,29-116,DEN,,DTX,L 3-24,,4,11,36.36,35,0,0,45.6,3.18,3.18,1,3,3.00,0,0,0
25,1962,12,1962-11-22,29-120,DEN,,NYT,L 45-46,,12,26,46.15,117,2,1,68.9,4.50,4.31,1,9,9.00,0,0,0
26,1962,13,1962-12-02,29-130,DEN,@,HOU,L 17-34,,1,7,14.29,5,0,3,0.0,0.71,-18.57,0,0,,0,0,0
27,1962,14,1962-12-09,29-137,DEN,@,DTX,L 10-17,,6,10,60.00,96,0,3,52.5,9.60,-3.90,0,0,,0,0,0
,,,27 Games,,,,,8-17-2,,171,356,48.03,2576,19,31,53.8,7.24,4.38,29,37,1.28,1,1,6
