
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2005,3,2005-09-25,25-050,SEA,,ARI,W 37-12,,1,1,100.00,42,0,0,118.7,42.00,42.00,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2005,6,2005-10-16,25-071,SEA,,HOU,W 42-10,,0,0,,0,0,0,,,,2,-2,-1.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2005,11,2005-11-27,25-113,SEA,,NYG,W 24-21,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2005,12,2005-12-05,25-121,SEA,@,PHI,W 42-0,,0,2,0.00,0,0,0,39.6,0.00,0.00,1,0,0.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2005,13,2005-12-11,25-127,SEA,,SFO,W 41-3,,3,5,60.00,33,0,0,79.6,6.60,6.60,2,-3,-1.50,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2005,15,2005-12-24,25-140,SEA,,IND,W 28-13,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2005,16,2006-01-01,25-148,SEA,@,GNB,L 17-23,,9,17,52.94,98,1,1,65.3,5.76,4.29,1,0,0.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
8,2006,1,2006-09-10,26-035,SEA,@,DET,W 9-6,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2006,4,2006-10-01,26-056,SEA,@,CHI,L 6-37,,1,2,50.00,6,0,0,56.2,3.00,3.00,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2006,6,2006-10-22,26-077,SEA,,MIN,L 13-31,,14,25,56.00,134,0,2,37.7,5.36,1.76,2,1,0.50,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2006,7,2006-10-29,26-084,SEA,@,KAN,L 28-35,*,15,30,50.00,198,3,2,76.8,6.60,5.60,3,21,7.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
12,2006,8,2006-11-06,26-092,SEA,,OAK,W 16-0,*,18,30,60.00,176,1,0,87.6,5.87,6.53,3,49,16.33,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
