
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1986,6,1986-10-13,24-059,PIT,@,CIN,L 22-24,*,12,33,36.36,191,0,0,56.5,5.79,5.79,5,8,1.60,1,,0,0,,0,1,6
2,1986,7,1986-10-19,24-065,PIT,,NWE,L 0-34,*,9,27,33.33,100,0,2,14.4,3.70,0.37,1,2,2.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
3,1987,2,1987-09-20,25-036,PIT,@,CLE,L 10-34,,1,5,20.00,10,0,1,0.0,2.00,-7.00,0,0,,0,,0,0,,0,0,0
4,1987,9,1987-11-15,25-092,PIT,,HOU,L 3-23,,3,7,42.86,10,0,2,10.7,1.43,-11.43,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
5,1988,1,1988-09-04,26-020,PIT,,DAL,W 24-21,*,13,27,48.15,214,0,0,75.2,7.93,7.93,3,12,4.00,1,,0,0,,0,1,6
6,1988,2,1988-09-11,26-027,PIT,@,WAS,L 29-30,*,12,28,42.86,258,2,0,100.0,9.21,10.64,2,10,5.00,1,,0,0,,0,1,6
7,1988,3,1988-09-18,26-034,PIT,,CIN,L 12-17,*,15,30,50.00,235,1,2,59.7,7.83,5.50,8,40,5.00,0,,0,0,,0,0,0
8,1988,4,1988-09-25,26-041,PIT,@,BUF,L 28-36,*,22,36,61.11,330,2,3,75.0,9.17,6.53,3,2,0.67,2,,0,0,,0,2,12
9,1988,5,1988-10-02,26-048,PIT,,CLE,L 9-23,*,4,14,28.57,28,0,2,0.0,2.00,-4.43,2,7,3.50,0,,0,0,,0,0,0
10,1988,9,1988-10-30,26-076,PIT,@,NYJ,L 20-24,*,11,25,44.00,238,1,2,58.4,9.52,6.72,4,29,7.25,0,,0,0,,0,0,0
11,1988,10,1988-11-06,26-083,PIT,@,CIN,L 7-42,*,11,29,37.93,147,0,0,54.8,5.07,5.07,4,7,1.75,1,,0,0,,0,1,6
12,1988,11,1988-11-13,26-090,PIT,,PHI,L 26-27,*,11,25,44.00,226,1,1,73.1,9.04,8.04,1,6,6.00,0,,0,0,,0,0,0
13,1988,12,1988-11-20,26-097,PIT,@,CLE,L 7-27,*,16,35,45.71,220,0,2,42.6,6.29,3.71,4,16,4.00,0,,0,0,,0,0,0
14,1988,13,1988-11-27,26-104,PIT,,KAN,W 16-10,*,13,27,48.15,122,0,1,45.6,4.52,2.85,4,12,3.00,0,,0,0,,0,0,0
15,1988,14,1988-12-04,26-111,PIT,@,HOU,W 37-34,*,17,36,47.22,311,3,0,105.2,8.64,10.31,1,7,7.00,0,,0,0,,0,0,0
16,1988,15,1988-12-11,26-118,PIT,@,SDG,L 14-20,*,17,32,53.13,206,1,1,70.6,6.44,5.66,5,29,5.80,1,,0,0,,0,1,6
17,1988,16,1988-12-18,26-125,PIT,,MIA,W 40-24,*,13,26,50.00,99,0,0,59.6,3.81,3.81,4,32,8.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
18,1989,1,1989-09-10,27-026,PIT,,CLE,L 0-51,*,10,22,45.45,84,0,3,16.3,3.82,-2.32,2,-8,-4.00,0,,1,-10,-10.00,0,0,0
19,1989,2,1989-09-17,27-033,PIT,@,CIN,L 10-41,*,19,35,54.29,244,1,0,85.9,6.97,7.54,1,15,15.00,0,,0,0,,0,0,0
20,1989,3,1989-09-24,27-040,PIT,,MIN,W 27-14,*,16,22,72.73,157,1,0,107.6,7.14,8.05,4,-10,-2.50,0,,0,0,,0,0,0
21,1989,4,1989-10-01,27-047,PIT,@,DET,W 23-3,*,21,27,77.78,267,1,0,120.2,9.89,10.63,5,22,4.40,0,,0,0,,0,0,0
22,1989,5,1989-10-08,27-054,PIT,,CIN,L 16-26,*,19,31,61.29,169,1,0,86.6,5.45,6.10,4,20,5.00,0,,0,0,,0,0,0
23,1989,8,1989-10-29,27-075,PIT,,KAN,W 23-17,*,17,27,62.96,253,2,0,118.3,9.37,10.85,2,-2,-1.00,0,,0,0,,0,0,0
24,1989,9,1989-11-05,27-082,PIT,@,DEN,L 7-34,*,11,26,42.31,101,1,0,66.3,3.88,4.65,0,0,,0,,0,0,,0,0,0
25,1989,10,1989-11-12,27-089,PIT,,CHI,L 0-20,*,14,26,53.85,197,0,3,38.9,7.58,2.38,0,0,,0,,0,0,,0,0,0
26,1989,11,1989-11-19,27-096,PIT,,SDG,W 20-17,*,12,27,44.44,142,0,0,61.0,5.26,5.26,2,-5,-2.50,0,,0,0,,0,0,0
27,1989,12,1989-11-26,27-103,PIT,@,MIA,W 34-14,*,8,18,44.44,167,0,0,77.8,9.28,9.28,2,-7,-3.50,0,,0,0,,0,0,0
28,1989,13,1989-12-03,27-110,PIT,,HOU,L 16-23,*,9,21,42.86,73,0,1,32.4,3.48,1.33,1,0,0.00,0,,0,0,,0,0,0
29,1989,14,1989-12-10,27-117,PIT,@,NYJ,W 13-0,*,15,29,51.72,175,0,1,56.0,6.03,4.48,1,2,2.00,0,,0,0,,0,0,0
30,1989,15,1989-12-17,27-124,PIT,,NWE,W 28-10,*,9,16,56.25,158,0,0,90.1,9.88,9.88,2,-8,-4.00,0,,0,0,,0,0,0
31,1989,16,1989-12-24,27-131,PIT,@,TAM,W 31-22,*,7,15,46.67,178,2,2,90.4,11.87,8.53,1,6,6.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
32,1990,1,1990-09-09,28-025,PIT,@,CLE,L 3-13,*,17,32,53.13,193,0,2,45.4,6.03,3.22,1,-2,-2.00,0,,0,0,,0,0,0
