
17,1989,4,1989-10-01,26-343,NWE,@,BUF,L 10-31,*,15,41,36.59,176,1,1,48.4,4.29,3.68,7,43,6.14,0,,,,,,,0,0
18,1989,5,1989-10-08,26-350,NWE,,HOU,W 23-13,*,9,18,50.00,145,0,0,77.3,8.06,8.06,6,24,4.00,0,,,,,,,0,0
19,1989,6,1989-10-15,26-357,NWE,@,ATL,L 15-16,*,12,30,40.00,172,1,3,30.8,5.73,1.90,2,11,5.50,0,,,,,,,0,0
20,1989,12,1989-11-26,27-034,NWE,@,RAI,L 21-24,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,,,,,,0,0
21,1989,13,1989-12-03,27-041,NWE,,IND,W 22-16,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,9,9.00,0,,,,,,,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
22,1998,1,1998-09-06,35-318,BUF,@,SDG,L 14-16,,12,20,60.00,158,2,1,97.5,7.90,7.65,3,8,2.67,0,,,,,,,0,0
23,1998,3,1998-09-20,35-332,BUF,,STL,L 33-34,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,,,,,,0,0
24,1998,5,1998-10-11,35-353,BUF,@,IND,W 31-24,,23,28,82.14,213,2,0,122.2,7.61,9.04,3,23,7.67,0,,,,,,,0,0
25,1998,6,1998-10-18,35-360,BUF,,JAX,W 17-16,*,18,39,46.15,228,1,0,73.5,5.85,6.36,3,22,7.33,1,,,,,,,1,6
26,1998,7,1998-10-25,36-002,BUF,@,CAR,W 30-14,*,18,22,81.82,282,2,1,130.1,12.82,12.59,5,27,5.40,0,,,,,,,0,0
27,1998,8,1998-11-01,36-009,BUF,,MIA,W 30-24,*,15,26,57.69,206,3,1,105.6,7.92,8.50,2,9,4.50,0,,,,,,,0,0
28,1998,9,1998-11-08,36-016,BUF,@,NYJ,L 12-34,*,12,30,40.00,154,0,2,29.0,5.13,2.13,3,2,0.67,0,,,,,,,0,0
29,1998,10,1998-11-15,36-023,BUF,,NWE,W 13-10,*,14,26,53.85,178,1,2,56.3,6.85,4.15,11,49,4.45,0,,,,,,,0,0
30,1998,11,1998-11-22,36-030,BUF,,IND,W 34-11,*,20,28,71.43,230,2,0,119.6,8.21,9.64,2,10,5.00,0,,,,,,,0,0
31,1998,12,1998-11-29,36-037,BUF,@,NWE,L 21-25,*,21,39,53.85,339,2,0,100.3,8.69,9.72,5,30,6.00,0,,,,,,,0,0
32,1998,13,1998-12-06,36-044,BUF,@,CIN,W 33-20,*,18,30,60.00,319,2,3,79.0,10.63,7.47,5,21,4.20,0,,,,,,,0,0
33,1998,14,1998-12-13,36-051,BUF,,OAK,W 44-21,*,17,26,65.38,184,2,0,111.7,7.08,8.62,3,20,6.67,0,,,,,,,0,0
34,1998,15,1998-12-19,36-057,BUF,,NYJ,L 10-17,*,14,38,36.84,220,1,1,54.7,5.79,5.13,3,27,9.00,0,,,,,,,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
35,1999,1,1999-09-12,36-324,BUF,@,IND,L 14-31,*,22,42,52.38,300,1,2,63.6,7.14,5.48,4,24,6.00,0,,,,,,,0,0
36,1999,2,1999-09-19,36-331,BUF,,NYJ,W 17-3,*,15,25,60.00,160,0,0,78.7,6.40,6.40,7,67,9.57,1,,,,,,,1,6
37,1999,3,1999-09-26,36-338,BUF,,PHI,W 26-0,*,18,26,69.23,175,1,1,84.6,6.73,5.77,5,32,6.40,0,,,,,,,0,0
38,1999,4,1999-10-04,36-346,BUF,@,MIA,W 23-18,*,12,25,48.00,186,1,0,86.4,7.44,8.24,9,29,3.22,0,,,,,,,0,0
39,1999,5,1999-10-10,36-352,BUF,,PIT,W 24-21,*,21,32,65.63,261,3,0,122.0,8.16,10.03,7,39,5.57,0,,,,,,,0,0
40,1999,6,1999-10-17,36-359,BUF,,OAK,L 14-20,*,19,41,46.34,210,1,3,39.7,5.12,2.32,3,23,7.67,0,,,,,,,0,0
41,1999,7,1999-10-24,37-001,BUF,@,SEA,L 16-26,*,24,50,48.00,294,2,2,63.2,5.88,4.88,6,43,7.17,0,,,,,,,0,0
42,1999,8,1999-10-31,37-008,BUF,@,BAL,W 13-10,*,18,40,45.00,155,1,3,32.8,3.88,1.00,8,50,6.25,0,,,,,,,0,0
43,1999,9,1999-11-07,37-015,BUF,@,WAS,W 34-17,*,16,22,72.73,211,2,0,133.0,9.59,11.41,5,40,8.00,0,,,,,,,0,0
44,1999,10,1999-11-14,37-022,BUF,,MIA,W 23-3,*,10,20,50.00,157,1,0,93.1,7.85,8.85,7,8,1.14,0,,,,,,,0,0
45,1999,11,1999-11-21,37-029,BUF,@,NYJ,L 7-17,*,22,40,55.00,220,1,2,58.3,5.50,3.75,3,34,11.33,0,,,,,,,0,0
46,1999,12,1999-11-28,37-036,BUF,,NWE,W 17-7,*,9,16,56.25,207,2,0,140.6,12.94,15.44,5,-7,-1.40,0,,,,,,,0,0
47,1999,13,1999-12-12,37-050,BUF,,NYG,L 17-19,*,15,32,46.88,184,1,1,62.5,5.75,4.97,6,25,4.17,0,,,,,,,0,0
48,1999,14,1999-12-19,37-057,BUF,@,ARI,W 31-21,*,21,32,65.63,239,2,2,82.7,7.47,5.91,7,25,3.57,0,,,,,,,0,0
49,1999,15,1999-12-26,37-064,BUF,@,NWE,W 13-10,*,22,35,62.86,212,0,0,79.7,6.06,6.06,6,44,7.33,0,,,,,,,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
50,2000,5,2000-10-08,37-351,BUF,@,MIA,L 13-22,,3,6,50.00,44,0,1,34.7,7.33,-0.17,0,0,,0,,,,,,,0,0
51,2000,6,2000-10-15,37-358,BUF,,SDG,W 27-24,,2,3,66.67,30,0,0,99.3,10.00,10.00,0,0,,0,,,,,,,0,0
52,2000,7,2000-10-22,37-365,BUF,@,MIN,L 27-31,*,28,43,65.12,294,2,0,100.3,6.84,7.77,1,8,8.00,0,,,,,,,0,0
53,2000,8,2000-10-29,38-006,BUF,,NYJ,W 23-20,*,18,35,51.43,253,0,0,75.1,7.23,7.23,4,15,3.75,0,,,,,,,0,0
54,2000,9,2000-11-05,38-013,BUF,@,NWE,W 16-13,*,18,37,48.65,179,1,0,71.8,4.84,5.38,5,23,4.60,0,,,,,,,0,0
55,2000,10,2000-11-12,38-020,BUF,,CHI,W 20-3,*,16,26,61.54,171,0,1,64.7,6.58,4.85,6,6,1.00,1,,,,,,,1,6
56,2000,12,2000-11-26,38-034,BUF,@,TAM,L 17-31,,4,10,40.00,57,0,0,59.2,5.70,5.70,2,11,5.50,0,,,,,,,0,0
57,2000,13,2000-12-03,38-041,BUF,,MIA,L 6-33,,2,9,22.22,31,0,1,1.9,3.44,-1.56,1,17,17.00,0,,,,,,,0,0
58,2000,14,2000-12-11,38-049,BUF,@,IND,L 20-44,,6,12,50.00,82,1,0,100.0,6.83,8.50,0,0,,0,,,,,,,0,0
59,2000,15,2000-12-17,38-055,BUF,,NWE,L 10-13,,15,25,60.00,193,1,0,97.6,7.72,8.52,9,50,5.56,0,,,,,,,0,0
60,2000,16,2000-12-23,38-061,BUF,@,SEA,W 42-23,*,20,25,80.00,366,3,0,158.3,14.64,17.04,8,31,3.88,0,,,,,,,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
61,2001,1,2001-09-09,38-321,SDG,,WAS,W 30-3,*,10,18,55.56,129,0,2,38.7,7.17,2.17,4,0,0.00,0,,,,,,,0,0
62,2001,2,2001-09-23,38-335,SDG,@,DAL,W 32-21,*,23,38,60.53,348,2,0,108.2,9.16,10.21,6,15,2.50,0,,,,,,,0,0
63,2001,3,2001-09-30,38-342,SDG,,CIN,W 28-14,*,12,19,63.16,133,1,0,101.4,7.00,8.05,5,3,0.60,0,,,,,,,0,0
64,2001,4,2001-10-07,38-349,SDG,@,CLE,L 16-20,*,17,37,45.95,149,0,0,57.2,4.03,4.03,3,9,3.00,0,,,,,,,0,0
65,2001,5,2001-10-14,38-356,SDG,@,NWE,L 26-29,*,20,32,62.50,270,1,0,99.7,8.44,9.06,2,1,0.50,0,,,,,,,0,0
66,2001,6,2001-10-21,38-363,SDG,,DEN,W 27-10,*,21,32,65.63,280,2,1,101.0,8.75,8.59,4,10,2.50,0,,,,,,,0,0
67,2001,7,2001-10-28,39-005,SDG,,BUF,W 27-24,*,21,33,63.64,254,1,0,97.3,7.70,8.30,2,12,6.00,1,,,,,,,1,6
68,2001,8,2001-11-04,39-012,SDG,,KAN,L 20-25,*,6,16,37.50,61,0,1,23.2,3.81,1.00,1,3,3.00,0,,,,,,,0,0
69,2001,9,2001-11-11,39-019,SDG,@,DEN,L 16-26,*,12,31,38.71,165,1,4,27.7,5.32,0.16,2,5,2.50,0,,,,,,,0,0
70,2001,10,2001-11-18,39-026,SDG,@,OAK,L 24-34,*,12,27,44.44,98,0,1,38.8,3.63,1.96,4,8,2.00,0,,,,,,,0,0
71,2001,11,2001-11-25,39-033,SDG,,ARI,L 17-20,*,33,44,75.00,308,2,0,108.9,7.00,7.91,2,9,4.50,0,,,,,,,0,0
72,2001,12,2001-12-02,39-040,SDG,@,SEA,L 10-13,*,19,33,57.58,195,0,2,49.4,5.91,3.18,2,22,11.00,0,,,,,,,0,0
73,2001,13,2001-12-09,39-047,SDG,@,PHI,L 14-24,*,20,44,45.45,307,2,2,65.2,6.98,5.84,8,45,5.63,0,,,,,,,0,0
74,2001,14,2001-12-15,39-053,SDG,,OAK,L 6-13,*,19,37,51.35,215,0,3,35.3,5.81,2.16,4,16,4.00,0,,,,,,,0,0
75,2001,15,2001-12-23,39-061,SDG,@,KAN,L 17-20,*,15,27,55.56,175,2,0,100.1,6.48,7.96,2,20,10.00,0,,,,,,,0,0
76,2001,16,2001-12-30,39-068,SDG,,SEA,L 22-25,*,34,53,64.15,377,1,2,75.7,7.11,5.79,2,14,7.00,0,,,,,,,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
77,2002,14,2002-12-15,40-053,SDG,@,BUF,L 13-20,,3,11,27.27,64,0,0,51.3,5.82,5.82,1,6,6.00,0,,,,,,,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
78,2003,8,2003-11-02,41-010,SDG,@,CHI,L 7-20,,8,11,72.73,70,0,0,89.2,6.36,6.36,2,19,9.50,0,,,,,,,0,0
79,2003,9,2003-11-09,41-017,SDG,,MIN,W 42-28,*,21,29,72.41,248,2,0,121.0,8.55,9.93,6,18,3.00,2,,,,,,,2,12
80,2003,10,2003-11-16,41-024,SDG,@,DEN,L 8-37,*,9,25,36.00,70,1,1,41.2,2.80,1.80,5,11,2.20,0,,,,,,,0,0
81,2003,11,2003-11-23,41-031,SDG,,CIN,L 27-34,*,15,33,45.45,210,2,0,86.7,6.36,7.58,2,14,7.00,0,,,,,,,0,0
82,2003,12,2003-11-30,41-038,SDG,,KAN,L 24-28,*,16,34,47.06,213,2,2,62.5,6.26,4.79,8,53,6.63,0,,,,,,,0,0
83,2003,13,2003-12-07,41-045,SDG,@,DET,W 14-7,*,17,25,68.00,244,2,1,109.4,9.76,9.56,7,30,4.29,0,,,,,,,0,0
84,2003,15,2003-12-21,41-059,SDG,@,PIT,L 24-40,,5,10,50.00,42,0,0,61.2,4.20,4.20,3,23,7.67,0,,,,,,,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
85,2004,2,2004-09-19,41-332,SDG,,NYJ,L 28-34,,7,16,43.75,77,0,0,58.6,4.81,4.81,2,14,7.00,1,,,,,,,1,6
86,2004,16,2005-01-02,42-071,SDG,,KAN,W 24-17,*,13,22,59.09,199,1,0,104.2,9.05,9.95,3,25,8.33,1,,,,,,,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
87,2005,1,2005-09-08,42-320,NWE,,OAK,W 30-20,,,,,,,,,,,,,,,,,,,,,,
88,2005,2,2005-09-18,42-330,NWE,@,CAR,L 17-27,,,,,,,,,,,,,,,,,,,,,,
89,2005,3,2005-09-25,42-337,NWE,@,PIT,W 23-20,,,,,,,,,,,,,,,,,,,,,,
90,2005,4,2005-10-02,42-344,NWE,,SDG,L 17-41,,,,,,,,,,,,,,,,,,,,,,
91,2005,5,2005-10-09,42-351,NWE,@,ATL,W 31-28,,,,,,,,,,,,,,,,,,,,,,
92,2005,6,2005-10-16,42-358,NWE,@,DEN,L 20-28,,,,,,,,,,,,,,,,,,,,,,
93,2005,7,2005-10-30,43-007,NWE,,BUF,W 21-16,,,,,,,,,,,,,,,,,,,,,,
94,2005,8,2005-11-07,43-015,NWE,,IND,L 21-40,,3,7,42.86,20,0,0,50.3,2.86,2.86,0,0,,0,,,,,,,0,0
95,2005,9,2005-11-13,43-021,NWE,@,MIA,W 23-16,,,,,,,,,,,,,,,,,,,,,,
96,2005,10,2005-11-20,43-028,NWE,,NOR,W 24-17,,,,,,,,,,,,,,,,,,,,,,
97,2005,11,2005-11-27,43-035,NWE,@,KAN,L 16-26,,,,,,,,,,,,,,,,,,,,,,
98,2005,12,2005-12-04,43-042,NWE,,NYJ,W 16-3,,,,,,,,,,,,,,,,,,,,,,
99,2005,13,2005-12-11,43-049,NWE,@,BUF,W 35-7,,1,2,50.00,7,0,0,58.3,3.50,3.50,1,2,2.00,0,,,,,,,0,0
100,2005,14,2005-12-17,43-055,NWE,,TAM,W 28-0,,0,0,,0,0,0,,,,2,-2,-1.00,0,,,,,,,0,0
101,2005,15,2005-12-26,43-064,NWE,@,NYJ,W 31-21,,1,1,100.00,2,0,0,79.2,2.00,2.00,2,-1,-0.50,0,,,,,,,0,0
102,2005,16,2006-01-01,43-070,NWE,,MIA,L 26-28,,0,0,,0,0,0,,,,0,0,,0,1,1,100.0,,,,0,1
,,,102 Games,,,,,55-47-0,,1177,2151,54.72,14715,86,68,76.3,6.84,6.22,338,1634,4.83,10,1,1,100.0,,,,10,61
