
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
1,1986,10,1986-11-09,24-017,CHI,@,TAM,W 23-3,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,-1,-1.00,0,,,,,,,0,0
2,1986,14,1986-12-07,24-045,CHI,,TAM,W 48-14,,2,7,28.57,79,1,0,113.7,11.29,14.14,2,7,3.50,1,,,,,,,1,6
3,1986,15,1986-12-15,24-053,CHI,@,DET,W 16-13,,13,24,54.17,130,0,1,52.4,5.42,3.54,5,11,2.20,0,,,,,,,0,0
4,1986,16,1986-12-21,24-059,CHI,@,DAL,W 24-10,*,8,14,57.14,152,2,1,104.8,10.86,10.50,1,19,19.00,0,,,,,,,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
5,1987,5,1987-10-18,24-360,NWE,@,HOU,W 21-7,*,15,25,60.00,199,1,0,98.6,7.96,8.76,6,43,7.17,0,,,,,,,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
6,1988,5,1988-10-02,25-345,NWE,,IND,W 21-17,,12,16,75.00,132,1,1,93.7,8.25,6.69,3,18,6.00,1,,,,,,,1,6
7,1988,6,1988-10-09,25-352,NWE,@,GNB,L 3-45,*,17,33,51.52,163,0,3,27.7,4.94,0.85,4,20,5.00,0,,,,,,,0,0
8,1988,7,1988-10-16,25-359,NWE,,CIN,W 27-21,*,10,14,71.43,165,0,0,110.7,11.79,11.79,7,36,5.14,0,,,,,,,0,0
9,1988,8,1988-10-23,26-000,NWE,@,BUF,L 20-23,*,5,16,31.25,58,1,0,64.1,3.63,4.88,1,9,9.00,0,,,,,,,0,0
10,1988,9,1988-10-30,26-007,NWE,,CHI,W 30-7,*,6,18,33.33,165,4,0,107.6,9.17,13.61,3,10,3.33,0,,,,,,,0,0
11,1988,10,1988-11-06,26-014,NWE,,MIA,W 21-10,*,7,14,50.00,74,1,1,59.8,5.29,3.50,3,17,5.67,0,,,,,,,0,0
12,1988,11,1988-11-13,26-021,NWE,@,NYJ,W 14-13,*,6,20,30.00,78,1,2,20.4,3.90,0.40,5,27,5.40,0,,,,,,,0,0
13,1988,12,1988-11-20,26-028,NWE,@,MIA,W 6-3,*,9,13,69.23,78,0,0,84.8,6.00,6.00,5,28,5.60,0,,,,,,,0,0
14,1988,13,1988-11-27,26-035,NWE,@,IND,L 21-24,*,15,24,62.50,190,0,1,69.8,7.92,6.04,2,16,8.00,0,,,,,,,0,0
15,1988,14,1988-12-04,26-042,NWE,,SEA,W 13-7,*,5,10,50.00,47,0,1,23.7,4.70,0.20,5,-2,-0.40,0,,,,,,,0,0
16,1988,16,1988-12-17,26-055,NWE,@,DEN,L 10-21,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,,,,,,,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
