
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2004,1,2004-09-12,23-143,SFO,,ATL,L 19-21,,9,15,60.00,111,0,0,82.9,7.40,7.40,0,0,,0
2,2004,2,2004-09-19,23-150,SFO,@,NOR,L 27-30,*,18,32,56.25,205,0,1,62.6,6.41,5.00,0,0,,0
3,2004,3,2004-09-26,23-157,SFO,@,SEA,L 0-34,*,19,32,59.38,153,0,2,45.4,4.78,1.97,0,0,,0
4,2004,6,2004-10-17,23-178,SFO,@,NYJ,L 14-22,,,,,,,,,,,,,,
5,2004,7,2004-10-31,23-192,SFO,@,CHI,L 13-23,*,16,36,44.44,122,0,1,41.7,3.39,2.14,2,5,2.50,0
6,2004,13,2004-12-12,23-234,SFO,@,ARI,W 31-28,*,18,34,52.94,191,3,0,99.0,5.62,7.38,2,2,1.00,0
7,2004,14,2004-12-18,23-240,SFO,,WAS,L 16-26,*,20,38,52.63,206,2,4,46.5,5.42,1.74,1,0,0.00,0
8,2004,15,2004-12-26,23-248,SFO,,BUF,L 7-41,*,5,10,50.00,54,0,1,26.7,5.40,0.90,0,0,,0
9,2004,16,2005-01-02,23-255,SFO,@,NWE,L 7-21,*,18,29,62.07,189,1,0,92.5,6.52,7.21,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
10,2005,7,2005-10-30,24-191,SFO,,TAM,W 15-10,*,7,18,38.89,40,0,0,47.0,2.22,2.22,1,5,5.00,0
11,2005,10,2005-11-20,24-212,SFO,,SEA,L 25-27,*,18,29,62.07,249,1,0,101.1,8.59,9.28,3,6,2.00,0
12,2005,11,2005-11-27,24-219,SFO,@,TEN,L 22-33,*,23,43,53.49,192,1,2,53.6,4.47,2.84,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
13,2006,15,2006-12-24,25-246,CLE,,TAM,L 7-22,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
14,2007,10,2007-11-18,26-210,CLE,@,BAL,W 33-30,,0,0,,0,0,0,,,,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
15,2008,12,2008-11-30,27-222,CLE,,IND,L 6-10,,0,3,0.00,0,0,1,0.0,0.00,-15.00,0,0,,0
16,2008,13,2008-12-07,27-229,CLE,@,TEN,L 9-28,*,22,43,51.16,150,0,1,49.6,3.49,2.44,1,0,0.00,0
17,2008,14,2008-12-15,27-237,CLE,@,PHI,L 10-30,*,11,28,39.29,156,0,2,28.3,5.57,2.36,1,0,0.00,0
18,2008,15,2008-12-21,27-243,CLE,,CIN,L 0-14,*,10,17,58.82,64,0,3,27.2,3.76,-4.18,0,0,,0
,,,18 Games,,,,,3-15-0,,214,408,52.45,2082,8,18,55.2,5.10,3.51,11,18,1.64,0
