
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1962,4,1962-10-07,23-049,RAM,@,WAS,L 14-20,,4,5,80.00,84,1,0,158.3,16.80,20.80,1,4,4.00,0
2,1962,5,1962-10-14,23-056,RAM,@,DET,L 10-13,,3,7,42.86,23,0,0,51.5,3.29,3.29,0,0,,0
3,1962,6,1962-10-21,23-063,RAM,,MIN,L 14-38,,4,10,40.00,50,0,0,56.2,5.00,5.00,0,0,,0
4,1962,9,1962-11-11,23-084,RAM,,BAL,L 2-14,,4,10,40.00,57,0,0,59.2,5.70,5.70,2,23,11.50,0
5,1962,10,1962-11-18,23-091,RAM,,SFO,L 17-24,*,2,11,18.18,36,0,1,2.8,3.27,-0.82,0,0,,0
,,,5 Games,,,,,0-5-0,,17,43,39.53,250,1,1,57.3,5.81,5.23,3,27,9.00,0
