
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1981,16,1981-12-20,22-162,RAM,,WAS,L 7-30,,2,6,33.33,25,0,1,7.6,4.17,-3.33,2,9,4.50,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
2,1983,11,1983-11-14,24-126,RAM,@,ATL,W 36-13,,0,0,,0,0,0,,,,0,0,,0,,
3,1983,12,1983-11-20,24-132,RAM,,WAS,L 20-42,,4,12,33.33,26,1,0,70.1,2.17,3.83,0,0,,0,0,0
4,1983,13,1983-11-27,24-139,RAM,,BUF,W 41-17,,0,0,,0,0,0,,,,1,-2,-2.00,0,0,0
5,1983,15,1983-12-11,24-153,RAM,,NWE,L 7-21,,8,13,61.54,109,0,0,88.3,8.38,8.38,2,0,0.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
6,1984,3,1984-09-16,25-067,RAM,@,PIT,L 14-24,,9,17,52.94,127,1,1,72.4,7.47,6.00,3,33,11.00,0,0,0
7,1984,4,1984-09-23,25-074,RAM,@,CIN,W 24-14,*,13,23,56.52,205,1,0,100.8,8.91,9.78,1,-2,-2.00,0,0,0
8,1984,5,1984-09-30,25-081,RAM,,NYG,W 33-12,*,8,17,47.06,113,1,0,88.6,6.65,7.82,1,4,4.00,0,0,0
