
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A
1,1964,10,1964-11-15,25-021,DET,@,CLE,L 21-37,,1,2,50.00,3,0,1,16.7,1.50,-21.00
2,1964,13,1964-12-06,25-042,DET,@,BAL,W 31-14,,0,1,0.00,0,0,0,39.6,0.00,0.00
,,,2 Games,,,,,1-1-0,,1,3,33.33,3,0,1,2.8,1.00,-14.00
