
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1970,14,1970-12-20,22-242,NOR,,CHI,L 3-24,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
2,1971,2,1971-09-26,23-157,DEN,@,GNB,L 13-34,,7,8,87.50,69,1,0,142.2,8.63,11.13,0,0,,0,0,0
3,1971,4,1971-10-10,23-171,DEN,,OAK,L 16-27,,6,16,37.50,98,1,2,40.1,6.13,1.75,0,0,,0,0,0
4,1971,9,1971-11-14,23-206,DEN,,CIN,L 10-24,,6,13,46.15,106,1,1,68.1,8.15,6.23,0,0,,0,0,0
5,1971,10,1971-11-21,23-213,DEN,@,KAN,L 10-28,*,17,37,45.95,231,0,3,32.6,6.24,2.59,0,0,,0,0,0
6,1971,11,1971-11-28,23-220,DEN,@,PIT,W 22-10,*,14,25,56.00,161,0,1,58.9,6.44,4.64,0,0,,0,0,0
7,1971,12,1971-12-05,23-227,DEN,,CHI,W 6-3,*,8,16,50.00,81,0,2,25.3,5.06,-0.56,2,0,0.00,0,0,0
8,1971,13,1971-12-12,23-234,DEN,@,SDG,L 17-45,*,10,25,40.00,169,1,3,37.3,6.76,2.16,0,0,,0,0,0
9,1971,14,1971-12-19,23-241,DEN,@,OAK,L 13-21,*,16,38,42.11,205,1,1,57.5,5.39,4.74,1,6,6.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
