
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
1,2010,16,2011-01-02,27-333,ARI,@,SFO,L 7-38,,16,28,57.14,150,0,1,57.1,5.36,3.75,0,0,,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
2,2011,5,2011-10-09,28-248,ARI,@,MIN,L 10-34,,2,6,33.33,22,0,1,5.6,3.67,-3.83,0,0,,0,0.0,0,0
3,2011,10,2011-11-20,28-290,ARI,@,SFO,L 7-23,,8,16,50.00,64,1,0,81.2,4.00,5.25,1,9,9.00,0,0.0,0,1
,,,3 Games,,,,,0-3-0,,26,50,52.00,236,1,2,55.1,4.72,3.32,1,9,9.00,0,0.0,0,1
